Semana,Longitud cola,Cola,Arribos,Autos,Atenciones,Atendidos,Despachos,Despachados
699.0,6.0,"['N63B', 'X26T', 'B70F', 'N18V', 'B80Q', 'U2Q']",6.0,"['B66S', 'P74W', 'O47R', 'M96P', 'E17I', 'E81L']",6.0,"['N63B', 'X26T', 'B70F', 'N18V', 'B80Q', 'U2Q']",0.0,[]
700.0,6.0,"['B66S', 'P74W', 'O47R', 'M96P', 'E17I', 'E81L']",8.0,"['K40C', 'X7J', 'D43P', 'U32C', 'E61H', 'Q52P', 'I33Y', 'H42Q']",5.0,"['B66S', 'P74W', 'O47R', 'M96P', 'E17I']",1.0,['E81L']
701.0,8.0,"['K40C', 'X7J', 'D43P', 'U32C', 'E61H', 'Q52P', 'I33Y', 'H42Q']",8.0,"['G99H', 'Q70X', 'A46P', 'Z2E', 'U1Y', 'M92X', 'G48Z', 'H70R']",5.0,"['K40C', 'X7J', 'D43P', 'U32C', 'E61H']",3.0,"['Q52P', 'I33Y', 'H42Q']"
702.0,8.0,"['G99H', 'Q70X', 'A46P', 'Z2E', 'U1Y', 'M92X', 'G48Z', 'H70R']",9.0,"['C61O', 'P85Q', 'Q52T', 'C45B', 'U65Y', 'M56K', 'O92K', 'K77Q', 'K11I']",4.0,"['G99H', 'Q70X', 'A46P', 'Z2E']",4.0,"['U1Y', 'M92X', 'G48Z', 'H70R']"
703.0,9.0,"['C61O', 'P85Q', 'Q52T', 'C45B', 'U65Y', 'M56K', 'O92K', 'K77Q', 'K11I']",6.0,"['S96Y', 'L72Q', 'W82V', 'K40G', 'T37T', 'B37O']",4.0,"['C61O', 'P85Q', 'Q52T', 'C45B']",5.0,"['U65Y', 'M56K', 'O92K', 'K77Q', 'K11I']"
704.0,6.0,"['S96Y', 'L72Q', 'W82V', 'K40G', 'T37T', 'B37O']",7.0,"['B24N', 'N11R', 'E88Q', 'N36T', 'T53X', 'J61C', 'E93T']",5.0,"['S96Y', 'L72Q', 'W82V', 'K40G', 'T37T']",1.0,['B37O']
705.0,7.0,"['B24N', 'N11R', 'E88Q', 'N36T', 'T53X', 'J61C', 'E93T']",9.0,"['C18S', 'J28Z', 'A73E', 'J47A', 'D82J', 'J15F', 'I32F', 'C85U', 'V59Q']",4.0,"['B24N', 'N11R', 'E88Q', 'N36T']",3.0,"['T53X', 'J61C', 'E93T']"
706.0,9.0,"['C18S', 'J28Z', 'A73E', 'J47A', 'D82J', 'J15F', 'I32F', 'C85U', 'V59Q']",9.0,"['D39O', 'T72S', 'F95C', 'K3H', 'A5E', 'K29V', 'V68E', 'W14Q', 'W28N']",3.0,"['C18S', 'J28Z', 'A73E']",6.0,"['J47A', 'D82J', 'J15F', 'I32F', 'C85U', 'V59Q']"
707.0,9.0,"['D39O', 'T72S', 'F95C', 'K3H', 'A5E', 'K29V', 'V68E', 'W14Q', 'W28N']",8.0,"['B11S', 'M72K', 'S24B', 'U90O', 'Y41C', 'M85T', 'G87A', 'O18L']",6.0,"['D39O', 'T72S', 'F95C', 'K3H', 'A5E', 'K29V']",3.0,"['V68E', 'W14Q', 'W28N']"
708.0,8.0,"['B11S', 'M72K', 'S24B', 'U90O', 'Y41C', 'M85T', 'G87A', 'O18L']",6.0,"['I86Y', 'M98A', 'X81Y', 'Q71Q', 'E2G', 'Q20S']",6.0,"['B11S', 'M72K', 'S24B', 'U90O', 'Y41C', 'M85T']",2.0,"['G87A', 'O18L']"
709.0,6.0,"['I86Y', 'M98A', 'X81Y', 'Q71Q', 'E2G', 'Q20S']",7.0,"['F14J', 'R79N', 'P66N', 'Q93O', 'G94E', 'G5Z', 'D8L']",6.0,"['I86Y', 'M98A', 'X81Y', 'Q71Q', 'E2G', 'Q20S']",0.0,[]
710.0,7.0,"['F14J', 'R79N', 'P66N', 'Q93O', 'G94E', 'G5Z', 'D8L']",6.0,"['N80P', 'V76H', 'C69N', 'I52F', 'K40E', 'R29A']",3.0,"['F14J', 'R79N', 'P66N']",4.0,"['Q93O', 'G94E', 'G5Z', 'D8L']"
711.0,6.0,"['N80P', 'V76H', 'C69N', 'I52F', 'K40E', 'R29A']",6.0,"['I77T', 'B7C', 'X83F', 'M46R', 'X17J', 'Z22T']",4.0,"['N80P', 'V76H', 'C69N', 'I52F']",2.0,"['K40E', 'R29A']"
712.0,6.0,"['I77T', 'B7C', 'X83F', 'M46R', 'X17J', 'Z22T']",8.0,"['O50H', 'V73C', 'P33J', 'V82P', 'A97L', 'T79D', 'T17G', 'F97R']",3.0,"['I77T', 'B7C', 'X83F']",3.0,"['M46R', 'X17J', 'Z22T']"
713.0,8.0,"['O50H', 'V73C', 'P33J', 'V82P', 'A97L', 'T79D', 'T17G', 'F97R']",5.0,"['D28P', 'K34Q', 'B34E', 'M60A', 'I83O']",5.0,"['O50H', 'V73C', 'P33J', 'V82P', 'A97L']",3.0,"['T79D', 'T17G', 'F97R']"
714.0,5.0,"['D28P', 'K34Q', 'B34E', 'M60A', 'I83O']",8.0,"['U19B', 'G89E', 'R26P', 'Q81E', 'L74C', 'I2E', 'S16H', 'B18N']",5.0,"['D28P', 'K34Q', 'B34E', 'M60A', 'I83O']",0.0,[]
715.0,8.0,"['U19B', 'G89E', 'R26P', 'Q81E', 'L74C', 'I2E', 'S16H', 'B18N']",7.0,"['Y33O', 'E21Q', 'E83Y', 'I55Z', 'B80L', 'C18F', 'N79R']",6.0,"['U19B', 'G89E', 'R26P', 'Q81E', 'L74C', 'I2E']",2.0,"['S16H', 'B18N']"
716.0,7.0,"['Y33O', 'E21Q', 'E83Y', 'I55Z', 'B80L', 'C18F', 'N79R']",6.0,"['O86I', 'U89W', 'F8J', 'T38D', 'N90X', 'G71I']",5.0,"['Y33O', 'E21Q', 'E83Y', 'I55Z', 'B80L']",2.0,"['C18F', 'N79R']"
717.0,6.0,"['O86I', 'U89W', 'F8J', 'T38D', 'N90X', 'G71I']",6.0,"['H39U', 'X42F', 'X98E', 'I31P', 'Q50O', 'Y59C']",3.0,"['O86I', 'U89W', 'F8J']",3.0,"['T38D', 'N90X', 'G71I']"
718.0,6.0,"['H39U', 'X42F', 'X98E', 'I31P', 'Q50O', 'Y59C']",7.0,"['N71N', 'H24H', 'N93J', 'R79B', 'Y79O', 'O31H', 'H99M']",4.0,"['H39U', 'X42F', 'X98E', 'I31P']",2.0,"['Q50O', 'Y59C']"
719.0,7.0,"['N71N', 'H24H', 'N93J', 'R79B', 'Y79O', 'O31H', 'H99M']",7.0,"['U20H', 'G65I', 'U87Y', 'B2D', 'S35C', 'H20Q', 'F32B']",6.0,"['N71N', 'H24H', 'N93J', 'R79B', 'Y79O', 'O31H']",1.0,['H99M']
720.0,7.0,"['U20H', 'G65I', 'U87Y', 'B2D', 'S35C', 'H20Q', 'F32B']",8.0,"['Q72D', 'E67T', 'N16W', 'O18M', 'H52E', 'O64W', 'C27F', 'Q9E']",5.0,"['U20H', 'G65I', 'U87Y', 'B2D', 'S35C']",2.0,"['H20Q', 'F32B']"
721.0,8.0,"['Q72D', 'E67T', 'N16W', 'O18M', 'H52E', 'O64W', 'C27F', 'Q9E']",9.0,"['G49F', 'K68J', 'L91R', 'O63O', 'X88P', 'V49E', 'V39L', 'B84O', 'B95I']",5.0,"['Q72D', 'E67T', 'N16W', 'O18M', 'H52E']",3.0,"['O64W', 'C27F', 'Q9E']"
722.0,9.0,"['G49F', 'K68J', 'L91R', 'O63O', 'X88P', 'V49E', 'V39L', 'B84O', 'B95I']",8.0,"['Q73N', 'O78Z', 'I18R', 'R98M', 'U50R', 'V37H', 'K15R', 'X16D']",4.0,"['G49F', 'K68J', 'L91R', 'O63O']",5.0,"['X88P', 'V49E', 'V39L', 'B84O', 'B95I']"
723.0,8.0,"['Q73N', 'O78Z', 'I18R', 'R98M', 'U50R', 'V37H', 'K15R', 'X16D']",5.0,"['T10E', 'K21B', 'Z29R', 'O49D', 'F39L']",3.0,"['Q73N', 'O78Z', 'I18R']",5.0,"['R98M', 'U50R', 'V37H', 'K15R', 'X16D']"
724.0,5.0,"['T10E', 'K21B', 'Z29R', 'O49D', 'F39L']",7.0,"['X46G', 'W73B', 'Q58B', 'Y93I', 'R11B', 'U77F', 'B81X']",6.0,"['T10E', 'K21B', 'Z29R', 'O49D', 'F39L', 'X46G']",0.0,[]
725.0,6.0,"['W73B', 'Q58B', 'Y93I', 'R11B', 'U77F', 'B81X']",7.0,"['P68D', 'J67S', 'J96N', 'B97L', 'O9Q', 'O58N', 'X63G']",6.0,"['W73B', 'Q58B', 'Y93I', 'R11B', 'U77F', 'B81X']",0.0,[]
726.0,7.0,"['P68D', 'J67S', 'J96N', 'B97L', 'O9Q', 'O58N', 'X63G']",7.0,"['S88V', 'P23F', 'C61S', 'C93G', 'P95P', 'B39Q', 'U23Q']",3.0,"['P68D', 'J67S', 'J96N']",4.0,"['B97L', 'O9Q', 'O58N', 'X63G']"
727.0,7.0,"['S88V', 'P23F', 'C61S', 'C93G', 'P95P', 'B39Q', 'U23Q']",5.0,"['G67S', 'M38D', 'Y15T', 'Y4N', 'B20I']",4.0,"['S88V', 'P23F', 'C61S', 'C93G']",3.0,"['P95P', 'B39Q', 'U23Q']"
728.0,5.0,"['G67S', 'M38D', 'Y15T', 'Y4N', 'B20I']",6.0,"['Q21Z', 'T10T', 'B87X', 'I52U', 'N94W', 'K100C']",4.0,"['G67S', 'M38D', 'Y15T', 'Y4N']",1.0,['B20I']
729.0,6.0,"['Q21Z', 'T10T', 'B87X', 'I52U', 'N94W', 'K100C']",5.0,"['A15Z', 'T33E', 'Q26R', 'Q30F', 'P96K']",4.0,"['Q21Z', 'T10T', 'B87X', 'I52U']",2.0,"['N94W', 'K100C']"
730.0,5.0,"['A15Z', 'T33E', 'Q26R', 'Q30F', 'P96K']",7.0,"['C65U', 'V63I', 'Q39E', 'Y89T', 'X30T', 'L90M', 'T62U']",6.0,"['A15Z', 'T33E', 'Q26R', 'Q30F', 'P96K', 'C65U']",0.0,[]
731.0,6.0,"['V63I', 'Q39E', 'Y89T', 'X30T', 'L90M', 'T62U']",5.0,"['Y3K', 'A8R', 'D24N', 'X23C', 'B88U']",3.0,"['V63I', 'Q39E', 'Y89T']",3.0,"['X30T', 'L90M', 'T62U']"
732.0,5.0,"['Y3K', 'A8R', 'D24N', 'X23C', 'B88U']",6.0,"['A57V', 'U74F', 'E24S', 'H68E', 'L66U', 'S73T']",6.0,"['Y3K', 'A8R', 'D24N', 'X23C', 'B88U', 'A57V']",0.0,[]
733.0,5.0,"['U74F', 'E24S', 'H68E', 'L66U', 'S73T']",7.0,"['T33C', 'Q1P', 'Q9J', 'I20V', 'E45G', 'C97V', 'G91Y']",3.0,"['U74F', 'E24S', 'H68E']",2.0,"['L66U', 'S73T']"
734.0,7.0,"['T33C', 'Q1P', 'Q9J', 'I20V', 'E45G', 'C97V', 'G91Y']",7.0,"['P53W', 'I72Y', 'G56X', 'Z66I', 'T49C', 'S100T', 'E88Z']",5.0,"['T33C', 'Q1P', 'Q9J', 'I20V', 'E45G']",2.0,"['C97V', 'G91Y']"
735.0,7.0,"['P53W', 'I72Y', 'G56X', 'Z66I', 'T49C', 'S100T', 'E88Z']",9.0,"['S27K', 'T80V', 'C59Y', 'G45I', 'W74S', 'V86C', 'Q32B', 'Q65B', 'W19E']",3.0,"['P53W', 'I72Y', 'G56X']",4.0,"['Z66I', 'T49C', 'S100T', 'E88Z']"
736.0,9.0,"['S27K', 'T80V', 'C59Y', 'G45I', 'W74S', 'V86C', 'Q32B', 'Q65B', 'W19E']",9.0,"['Q75X', 'J88H', 'F28F', 'U34J', 'T73I', 'E30E', 'M25J', 'T41C', 'H29B']",3.0,"['S27K', 'T80V', 'C59Y']",6.0,"['G45I', 'W74S', 'V86C', 'Q32B', 'Q65B', 'W19E']"
737.0,9.0,"['Q75X', 'J88H', 'F28F', 'U34J', 'T73I', 'E30E', 'M25J', 'T41C', 'H29B']",7.0,"['V28K', 'H54M', 'K9O', 'R80C', 'M1D', 'H67A', 'W95D']",6.0,"['Q75X', 'J88H', 'F28F', 'U34J', 'T73I', 'E30E']",3.0,"['M25J', 'T41C', 'H29B']"
738.0,7.0,"['V28K', 'H54M', 'K9O', 'R80C', 'M1D', 'H67A', 'W95D']",6.0,"['Z89J', 'P63Q', 'L82I', 'A68Z', 'U17S', 'V83K']",6.0,"['V28K', 'H54M', 'K9O', 'R80C', 'M1D', 'H67A']",1.0,['W95D']
739.0,6.0,"['Z89J', 'P63Q', 'L82I', 'A68Z', 'U17S', 'V83K']",8.0,"['G36P', 'S13J', 'L74L', 'M80S', 'C44X', 'H96Z', 'G52R', 'R74C']",3.0,"['Z89J', 'P63Q', 'L82I']",3.0,"['A68Z', 'U17S', 'V83K']"
740.0,8.0,"['G36P', 'S13J', 'L74L', 'M80S', 'C44X', 'H96Z', 'G52R', 'R74C']",7.0,"['B54C', 'O41K', 'O72Z', 'P93X', 'X37I', 'F63J', 'Q25L']",4.0,"['G36P', 'S13J', 'L74L', 'M80S']",4.0,"['C44X', 'H96Z', 'G52R', 'R74C']"
741.0,7.0,"['B54C', 'O41K', 'O72Z', 'P93X', 'X37I', 'F63J', 'Q25L']",9.0,"['J59Z', 'B75V', 'P98N', 'Z100D', 'R9T', 'F28P', 'V24X', 'T89O', 'W65C']",3.0,"['B54C', 'O41K', 'O72Z']",4.0,"['P93X', 'X37I', 'F63J', 'Q25L']"
742.0,9.0,"['J59Z', 'B75V', 'P98N', 'Z100D', 'R9T', 'F28P', 'V24X', 'T89O', 'W65C']",9.0,"['Q42R', 'W84H', 'O97X', 'A79L', 'N40K', 'A16U', 'C15V', 'B22O', 'E28O']",5.0,"['J59Z', 'B75V', 'P98N', 'Z100D', 'R9T']",4.0,"['F28P', 'V24X', 'T89O', 'W65C']"
743.0,9.0,"['Q42R', 'W84H', 'O97X', 'A79L', 'N40K', 'A16U', 'C15V', 'B22O', 'E28O']",8.0,"['I73G', 'X98B', 'S21Q', 'U64B', 'T88D', 'U39X', 'R50A', 'F81R']",4.0,"['Q42R', 'W84H', 'O97X', 'A79L']",5.0,"['N40K', 'A16U', 'C15V', 'B22O', 'E28O']"
744.0,8.0,"['I73G', 'X98B', 'S21Q', 'U64B', 'T88D', 'U39X', 'R50A', 'F81R']",9.0,"['F37K', 'P36P', 'L37Y', 'W33J', 'D43K', 'X97J', 'Q66M', 'M71A', 'I75F']",6.0,"['I73G', 'X98B', 'S21Q', 'U64B', 'T88D', 'U39X']",2.0,"['R50A', 'F81R']"
745.0,9.0,"['F37K', 'P36P', 'L37Y', 'W33J', 'D43K', 'X97J', 'Q66M', 'M71A', 'I75F']",8.0,"['Y67K', 'K78B', 'L84P', 'M69C', 'W36C', 'G49A', 'X13R', 'Q1K']",6.0,"['F37K', 'P36P', 'L37Y', 'W33J', 'D43K', 'X97J']",3.0,"['Q66M', 'M71A', 'I75F']"
746.0,8.0,"['Y67K', 'K78B', 'L84P', 'M69C', 'W36C', 'G49A', 'X13R', 'Q1K']",7.0,"['Z83D', 'R48J', 'Q60P', 'O2V', 'R16I', 'H73H', 'A3R']",6.0,"['Y67K', 'K78B', 'L84P', 'M69C', 'W36C', 'G49A']",2.0,"['X13R', 'Q1K']"
747.0,7.0,"['Z83D', 'R48J', 'Q60P', 'O2V', 'R16I', 'H73H', 'A3R']",5.0,"['D55X', 'Q55T', 'H14F', 'V69J', 'V13L']",5.0,"['Z83D', 'R48J', 'Q60P', 'O2V', 'R16I']",2.0,"['H73H', 'A3R']"
748.0,5.0,"['D55X', 'Q55T', 'H14F', 'V69J', 'V13L']",6.0,"['F95E', 'I67R', 'X68E', 'D35S', 'T19N', 'O43Q']",4.0,"['D55X', 'Q55T', 'H14F', 'V69J']",1.0,['V13L']
749.0,6.0,"['F95E', 'I67R', 'X68E', 'D35S', 'T19N', 'O43Q']",8.0,"['V18B', 'P97L', 'D35V', 'J100R', 'S4S', 'V68I', 'K6K', 'I2X']",5.0,"['F95E', 'I67R', 'X68E', 'D35S', 'T19N']",1.0,['O43Q']
750.0,8.0,"['V18B', 'P97L', 'D35V', 'J100R', 'S4S', 'V68I', 'K6K', 'I2X']",7.0,"['U38C', 'G75Y', 'O18K', 'N96A', 'X13T', 'D94G', 'G75I']",5.0,"['V18B', 'P97L', 'D35V', 'J100R', 'S4S']",3.0,"['V68I', 'K6K', 'I2X']"
751.0,7.0,"['U38C', 'G75Y', 'O18K', 'N96A', 'X13T', 'D94G', 'G75I']",8.0,"['R10X', 'M62H', 'H39K', 'V11A', 'R83A', 'K78W', 'G82M', 'C53W']",4.0,"['U38C', 'G75Y', 'O18K', 'N96A']",3.0,"['X13T', 'D94G', 'G75I']"
752.0,8.0,"['R10X', 'M62H', 'H39K', 'V11A', 'R83A', 'K78W', 'G82M', 'C53W']",9.0,"['M21Q', 'G74K', 'Q87H', 'M60M', 'E81Q', 'L77W', 'C62B', 'A23X', 'N38V']",4.0,"['R10X', 'M62H', 'H39K', 'V11A']",4.0,"['R83A', 'K78W', 'G82M', 'C53W']"
753.0,9.0,"['M21Q', 'G74K', 'Q87H', 'M60M', 'E81Q', 'L77W', 'C62B', 'A23X', 'N38V']",7.0,"['P31A', 'U14F', 'Z25Z', 'E84R', 'F61L', 'M15A', 'Z32G']",4.0,"['M21Q', 'G74K', 'Q87H', 'M60M']",5.0,"['E81Q', 'L77W', 'C62B', 'A23X', 'N38V']"
754.0,7.0,"['P31A', 'U14F', 'Z25Z', 'E84R', 'F61L', 'M15A', 'Z32G']",6.0,"['P23Y', 'G97L', 'M40H', 'I55G', 'S85W', 'T31V']",3.0,"['P31A', 'U14F', 'Z25Z']",4.0,"['E84R', 'F61L', 'M15A', 'Z32G']"
755.0,6.0,"['P23Y', 'G97L', 'M40H', 'I55G', 'S85W', 'T31V']",8.0,"['F84R', 'B37U', 'Z4G', 'Z69F', 'V4G', 'C2Z', 'Z40E', 'U59Z']",4.0,"['P23Y', 'G97L', 'M40H', 'I55G']",2.0,"['S85W', 'T31V']"
756.0,8.0,"['F84R', 'B37U', 'Z4G', 'Z69F', 'V4G', 'C2Z', 'Z40E', 'U59Z']",7.0,"['M66O', 'I31Z', 'Y37N', 'B28S', 'T73G', 'P48N', 'T13A']",6.0,"['F84R', 'B37U', 'Z4G', 'Z69F', 'V4G', 'C2Z']",2.0,"['Z40E', 'U59Z']"
757.0,7.0,"['M66O', 'I31Z', 'Y37N', 'B28S', 'T73G', 'P48N', 'T13A']",6.0,"['G68M', 'O84X', 'X23J', 'O49T', 'U39T', 'Y100P']",3.0,"['M66O', 'I31Z', 'Y37N']",4.0,"['B28S', 'T73G', 'P48N', 'T13A']"
758.0,6.0,"['G68M', 'O84X', 'X23J', 'O49T', 'U39T', 'Y100P']",6.0,"['Z23W', 'T69F', 'O5F', 'C93M', 'N60A', 'X38X']",5.0,"['G68M', 'O84X', 'X23J', 'O49T', 'U39T']",1.0,['Y100P']
759.0,6.0,"['Z23W', 'T69F', 'O5F', 'C93M', 'N60A', 'X38X']",5.0,"['Y88I', 'Z55G', 'K59V', 'W9O', 'Q15O']",4.0,"['Z23W', 'T69F', 'O5F', 'C93M']",2.0,"['N60A', 'X38X']"
760.0,5.0,"['Y88I', 'Z55G', 'K59V', 'W9O', 'Q15O']",5.0,"['K89D', 'G54C', 'C32U', 'N52I', 'A61G']",4.0,"['Y88I', 'Z55G', 'K59V', 'W9O']",1.0,['Q15O']
761.0,5.0,"['K89D', 'G54C', 'C32U', 'N52I', 'A61G']",7.0,"['D56X', 'C73V', 'A36D', 'Z49Z', 'W32L', 'N9P', 'B83S']",4.0,"['K89D', 'G54C', 'C32U', 'N52I']",1.0,['A61G']
762.0,7.0,"['D56X', 'C73V', 'A36D', 'Z49Z', 'W32L', 'N9P', 'B83S']",8.0,"['H32K', 'W90X', 'D89O', 'J99R', 'N63I', 'K100J', 'W52H', 'Q14U']",4.0,"['D56X', 'C73V', 'A36D', 'Z49Z']",3.0,"['W32L', 'N9P', 'B83S']"
763.0,8.0,"['H32K', 'W90X', 'D89O', 'J99R', 'N63I', 'K100J', 'W52H', 'Q14U']",8.0,"['X27J', 'Q97A', 'H84G', 'S97P', 'Q60N', 'X70F', 'D51Q', 'D80K']",4.0,"['H32K', 'W90X', 'D89O', 'J99R']",4.0,"['N63I', 'K100J', 'W52H', 'Q14U']"
764.0,8.0,"['X27J', 'Q97A', 'H84G', 'S97P', 'Q60N', 'X70F', 'D51Q', 'D80K']",8.0,"['Z47Q', 'A8Q', 'C17M', 'P72U', 'C70F', 'B17U', 'A55I', 'Q28Q']",4.0,"['X27J', 'Q97A', 'H84G', 'S97P']",4.0,"['Q60N', 'X70F', 'D51Q', 'D80K']"
765.0,8.0,"['Z47Q', 'A8Q', 'C17M', 'P72U', 'C70F', 'B17U', 'A55I', 'Q28Q']",8.0,"['X9A', 'Y30Z', 'G48O', 'M77M', 'X39I', 'D96I', 'L73E', 'H18W']",4.0,"['Z47Q', 'A8Q', 'C17M', 'P72U']",4.0,"['C70F', 'B17U', 'A55I', 'Q28Q']"
766.0,8.0,"['X9A', 'Y30Z', 'G48O', 'M77M', 'X39I', 'D96I', 'L73E', 'H18W']",8.0,"['I35E', 'V61C', 'I85S', 'V91T', 'G44O', 'J14Q', 'K92D', 'R73U']",5.0,"['X9A', 'Y30Z', 'G48O', 'M77M', 'X39I']",3.0,"['D96I', 'L73E', 'H18W']"
767.0,8.0,"['I35E', 'V61C', 'I85S', 'V91T', 'G44O', 'J14Q', 'K92D', 'R73U']",6.0,"['R31T', 'E48J', 'Y75O', 'A26H', 'H10N', 'N82X']",6.0,"['I35E', 'V61C', 'I85S', 'V91T', 'G44O', 'J14Q']",2.0,"['K92D', 'R73U']"
768.0,6.0,"['R31T', 'E48J', 'Y75O', 'A26H', 'H10N', 'N82X']",9.0,"['I34G', 'J36O', 'O21D', 'U5S', 'H62E', 'F16X', 'F54Q', 'B37R', 'L42L']",3.0,"['R31T', 'E48J', 'Y75O']",3.0,"['A26H', 'H10N', 'N82X']"
769.0,9.0,"['I34G', 'J36O', 'O21D', 'U5S', 'H62E', 'F16X', 'F54Q', 'B37R', 'L42L']",7.0,"['I82M', 'A1D', 'D25Q', 'Z77Y', 'B24Y', 'B71K', 'F27W']",6.0,"['I34G', 'J36O', 'O21D', 'U5S', 'H62E', 'F16X']",3.0,"['F54Q', 'B37R', 'L42L']"
770.0,7.0,"['I82M', 'A1D', 'D25Q', 'Z77Y', 'B24Y', 'B71K', 'F27W']",9.0,"['J34D', 'T94R', 'C75B', 'H1J', 'W64D', 'I47P', 'Z26G', 'Q48I', 'M38M']",3.0,"['I82M', 'A1D', 'D25Q']",4.0,"['Z77Y', 'B24Y', 'B71K', 'F27W']"
771.0,9.0,"['J34D', 'T94R', 'C75B', 'H1J', 'W64D', 'I47P', 'Z26G', 'Q48I', 'M38M']",8.0,"['W94M', 'W30U', 'W63Q', 'K8Y', 'E83O', 'H96R', 'Z73V', 'Q61H']",5.0,"['J34D', 'T94R', 'C75B', 'H1J', 'W64D']",4.0,"['I47P', 'Z26G', 'Q48I', 'M38M']"
772.0,8.0,"['W94M', 'W30U', 'W63Q', 'K8Y', 'E83O', 'H96R', 'Z73V', 'Q61H']",7.0,"['T6J', 'O96E', 'W92F', 'S16N', 'Q89R', 'F14W', 'X3V']",6.0,"['W94M', 'W30U', 'W63Q', 'K8Y', 'E83O', 'H96R']",2.0,"['Z73V', 'Q61H']"
773.0,7.0,"['T6J', 'O96E', 'W92F', 'S16N', 'Q89R', 'F14W', 'X3V']",9.0,"['X94S', 'W37O', 'N7L', 'X57S', 'U25J', 'F98M', 'G73T', 'C49Y', 'P87I']",3.0,"['T6J', 'O96E', 'W92F']",4.0,"['S16N', 'Q89R', 'F14W', 'X3V']"
774.0,9.0,"['X94S', 'W37O', 'N7L', 'X57S', 'U25J', 'F98M', 'G73T', 'C49Y', 'P87I']",7.0,"['M5Y', 'N86S', 'Q51Z', 'T28U', 'O45B', 'Y62L', 'U31V']",5.0,"['X94S', 'W37O', 'N7L', 'X57S', 'U25J']",4.0,"['F98M', 'G73T', 'C49Y', 'P87I']"
775.0,7.0,"['M5Y', 'N86S', 'Q51Z', 'T28U', 'O45B', 'Y62L', 'U31V']",5.0,"['S7P', 'S12F', 'M10L', 'S30J', 'Z72R']",5.0,"['M5Y', 'N86S', 'Q51Z', 'T28U', 'O45B']",2.0,"['Y62L', 'U31V']"
776.0,5.0,"['S7P', 'S12F', 'M10L', 'S30J', 'Z72R']",7.0,"['O39K', 'D6W', 'I58R', 'O14T', 'K71S', 'D80Q', 'V56R']",5.0,"['S7P', 'S12F', 'M10L', 'S30J', 'Z72R']",0.0,[]
777.0,7.0,"['O39K', 'D6W', 'I58R', 'O14T', 'K71S', 'D80Q', 'V56R']",8.0,"['V14Y', 'F20H', 'P46F', 'N65A', 'O2Y', 'Z90T', 'M25R', 'U34X']",4.0,"['O39K', 'D6W', 'I58R', 'O14T']",3.0,"['K71S', 'D80Q', 'V56R']"
778.0,8.0,"['V14Y', 'F20H', 'P46F', 'N65A', 'O2Y', 'Z90T', 'M25R', 'U34X']",6.0,"['Q25V', 'Y7Z', 'M70O', 'B8P', 'K20Q', 'I22H']",3.0,"['V14Y', 'F20H', 'P46F']",5.0,"['N65A', 'O2Y', 'Z90T', 'M25R', 'U34X']"
779.0,6.0,"['Q25V', 'Y7Z', 'M70O', 'B8P', 'K20Q', 'I22H']",5.0,"['V88A', 'Q64W', 'R96V', 'L37U', 'F66V']",4.0,"['Q25V', 'Y7Z', 'M70O', 'B8P']",2.0,"['K20Q', 'I22H']"
780.0,5.0,"['V88A', 'Q64W', 'R96V', 'L37U', 'F66V']",5.0,"['I64G', 'D67E', 'L78S', 'B24R', 'L59E']",5.0,"['V88A', 'Q64W', 'R96V', 'L37U', 'F66V']",0.0,[]
781.0,5.0,"['I64G', 'D67E', 'L78S', 'B24R', 'L59E']",6.0,"['C70V', 'U43X', 'B69B', 'L8R', 'I64C', 'E57M']",5.0,"['I64G', 'D67E', 'L78S', 'B24R', 'L59E']",0.0,[]
782.0,6.0,"['C70V', 'U43X', 'B69B', 'L8R', 'I64C', 'E57M']",8.0,"['U9A', 'C39P', 'K90E', 'M44E', 'P6G', 'I43N', 'O44O', 'K52U']",6.0,"['C70V', 'U43X', 'B69B', 'L8R', 'I64C', 'E57M']",0.0,[]
783.0,8.0,"['U9A', 'C39P', 'K90E', 'M44E', 'P6G', 'I43N', 'O44O', 'K52U']",8.0,"['W57C', 'Y53A', 'G92D', 'Q86S', 'A96R', 'G1X', 'V1L', 'N92S']",4.0,"['U9A', 'C39P', 'K90E', 'M44E']",4.0,"['P6G', 'I43N', 'O44O', 'K52U']"
784.0,8.0,"['W57C', 'Y53A', 'G92D', 'Q86S', 'A96R', 'G1X', 'V1L', 'N92S']",8.0,"['W80T', 'Z15S', 'T82V', 'B42S', 'L99C', 'W99G', 'E25Y', 'H21H']",4.0,"['W57C', 'Y53A', 'G92D', 'Q86S']",4.0,"['A96R', 'G1X', 'V1L', 'N92S']"
785.0,8.0,"['W80T', 'Z15S', 'T82V', 'B42S', 'L99C', 'W99G', 'E25Y', 'H21H']",5.0,"['W69Z', 'W58H', 'Y30H', 'F58A', 'Z23M']",6.0,"['W80T', 'Z15S', 'T82V', 'B42S', 'L99C', 'W99G']",2.0,"['E25Y', 'H21H']"
786.0,5.0,"['W69Z', 'W58H', 'Y30H', 'F58A', 'Z23M']",7.0,"['A24U', 'S69S', 'L38V', 'E99B', 'M45F', 'D22C', 'V16W']",4.0,"['W69Z', 'W58H', 'Y30H', 'F58A']",1.0,['Z23M']
