Semana,Longitud cola,Cola,Arribos,Autos,Atenciones,Atendidos,Despachos,Despachados
710.0,8.0,"['H5S', 'E68A', 'Z72P', 'A31J', 'R59X', 'M6G', 'Q97B', 'U5Z']",7.0,"['V55Z', 'K44T', 'E12Q', 'I75B', 'Q97W', 'F67N', 'F47D']",3.0,"['H5S', 'E68A', 'Z72P']",5.0,"['A31J', 'R59X', 'M6G', 'Q97B', 'U5Z']"
711.0,7.0,"['V55Z', 'K44T', 'E12Q', 'I75B', 'Q97W', 'F67N', 'F47D']",6.0,"['H78S', 'P19L', 'N8G', 'V36Q', 'X37W', 'A23Y']",4.0,"['V55Z', 'K44T', 'E12Q', 'I75B']",3.0,"['Q97W', 'F67N', 'F47D']"
712.0,6.0,"['H78S', 'P19L', 'N8G', 'V36Q', 'X37W', 'A23Y']",7.0,"['V34J', 'L41C', 'O91C', 'E6H', 'Q62C', 'E19O', 'R100B']",4.0,"['H78S', 'P19L', 'N8G', 'V36Q']",2.0,"['X37W', 'A23Y']"
713.0,7.0,"['V34J', 'L41C', 'O91C', 'E6H', 'Q62C', 'E19O', 'R100B']",9.0,"['H48Q', 'Y6T', 'U42R', 'V60V', 'W86G', 'B42S', 'X2I', 'K72L', 'G72S']",3.0,"['V34J', 'L41C', 'O91C']",4.0,"['E6H', 'Q62C', 'E19O', 'R100B']"
714.0,9.0,"['H48Q', 'Y6T', 'U42R', 'V60V', 'W86G', 'B42S', 'X2I', 'K72L', 'G72S']",6.0,"['M39C', 'K86A', 'W95Q', 'W55G', 'D14U', 'W1Y']",4.0,"['H48Q', 'Y6T', 'U42R', 'V60V']",5.0,"['W86G', 'B42S', 'X2I', 'K72L', 'G72S']"
715.0,6.0,"['M39C', 'K86A', 'W95Q', 'W55G', 'D14U', 'W1Y']",6.0,"['X65T', 'H82Z', 'P5T', 'I61U', 'I79Y', 'K39Y']",3.0,"['M39C', 'K86A', 'W95Q']",3.0,"['W55G', 'D14U', 'W1Y']"
716.0,6.0,"['X65T', 'H82Z', 'P5T', 'I61U', 'I79Y', 'K39Y']",7.0,"['R30Q', 'B94N', 'L29E', 'S82Z', 'C66F', 'S4N', 'H35K']",4.0,"['X65T', 'H82Z', 'P5T', 'I61U']",2.0,"['I79Y', 'K39Y']"
717.0,7.0,"['R30Q', 'B94N', 'L29E', 'S82Z', 'C66F', 'S4N', 'H35K']",5.0,"['E74R', 'X96F', 'T46H', 'K31Q', 'M19W']",6.0,"['R30Q', 'B94N', 'L29E', 'S82Z', 'C66F', 'S4N']",1.0,['H35K']
718.0,5.0,"['E74R', 'X96F', 'T46H', 'K31Q', 'M19W']",8.0,"['O21K', 'W44W', 'Q70K', 'I42X', 'J46S', 'C22A', 'W16T', 'W84O']",6.0,"['E74R', 'X96F', 'T46H', 'K31Q', 'M19W', 'O21K']",0.0,[]
719.0,7.0,"['W44W', 'Q70K', 'I42X', 'J46S', 'C22A', 'W16T', 'W84O']",9.0,"['P69K', 'F33C', 'U70J', 'D3R', 'N14F', 'X43C', 'F49G', 'S26O', 'J54Z']",6.0,"['W44W', 'Q70K', 'I42X', 'J46S', 'C22A', 'W16T']",1.0,['W84O']
720.0,9.0,"['P69K', 'F33C', 'U70J', 'D3R', 'N14F', 'X43C', 'F49G', 'S26O', 'J54Z']",5.0,"['J52H', 'U88F', 'X79T', 'K7K', 'U3B']",6.0,"['P69K', 'F33C', 'U70J', 'D3R', 'N14F', 'X43C']",3.0,"['F49G', 'S26O', 'J54Z']"
721.0,5.0,"['J52H', 'U88F', 'X79T', 'K7K', 'U3B']",7.0,"['P12D', 'V16A', 'F65J', 'S42L', 'M97L', 'F57I', 'V6T']",3.0,"['J52H', 'U88F', 'X79T']",2.0,"['K7K', 'U3B']"
722.0,7.0,"['P12D', 'V16A', 'F65J', 'S42L', 'M97L', 'F57I', 'V6T']",8.0,"['P25P', 'R67G', 'M78C', 'D91X', 'V66A', 'R99B', 'Z87W', 'A71A']",4.0,"['P12D', 'V16A', 'F65J', 'S42L']",3.0,"['M97L', 'F57I', 'V6T']"
723.0,8.0,"['P25P', 'R67G', 'M78C', 'D91X', 'V66A', 'R99B', 'Z87W', 'A71A']",6.0,"['N11O', 'S61I', 'W82S', 'J59J', 'R1Y', 'Y82G']",4.0,"['P25P', 'R67G', 'M78C', 'D91X']",4.0,"['V66A', 'R99B', 'Z87W', 'A71A']"
724.0,6.0,"['N11O', 'S61I', 'W82S', 'J59J', 'R1Y', 'Y82G']",6.0,"['H47K', 'O91U', 'I82N', 'J38M', 'P30F', 'I67I']",6.0,"['N11O', 'S61I', 'W82S', 'J59J', 'R1Y', 'Y82G']",0.0,[]
725.0,6.0,"['H47K', 'O91U', 'I82N', 'J38M', 'P30F', 'I67I']",6.0,"['J81Q', 'U84X', 'L9X', 'S83L', 'E14V', 'L26N']",3.0,"['H47K', 'O91U', 'I82N']",3.0,"['J38M', 'P30F', 'I67I']"
726.0,6.0,"['J81Q', 'U84X', 'L9X', 'S83L', 'E14V', 'L26N']",7.0,"['M20C', 'C62W', 'Y11N', 'N31D', 'N25W', 'Q57M', 'Y70U']",4.0,"['J81Q', 'U84X', 'L9X', 'S83L']",2.0,"['E14V', 'L26N']"
727.0,7.0,"['M20C', 'C62W', 'Y11N', 'N31D', 'N25W', 'Q57M', 'Y70U']",9.0,"['H72R', 'W62B', 'N54G', 'M86Y', 'M35G', 'V71U', 'L35B', 'M23C', 'W28Y']",6.0,"['M20C', 'C62W', 'Y11N', 'N31D', 'N25W', 'Q57M']",1.0,['Y70U']
728.0,9.0,"['H72R', 'W62B', 'N54G', 'M86Y', 'M35G', 'V71U', 'L35B', 'M23C', 'W28Y']",6.0,"['N3Q', 'D12D', 'B70G', 'J70G', 'O38X', 'G15Q']",5.0,"['H72R', 'W62B', 'N54G', 'M86Y', 'M35G']",4.0,"['V71U', 'L35B', 'M23C', 'W28Y']"
729.0,6.0,"['N3Q', 'D12D', 'B70G', 'J70G', 'O38X', 'G15Q']",6.0,"['L99U', 'D73R', 'A16D', 'G51M', 'I58Y', 'I82R']",3.0,"['N3Q', 'D12D', 'B70G']",3.0,"['J70G', 'O38X', 'G15Q']"
730.0,6.0,"['L99U', 'D73R', 'A16D', 'G51M', 'I58Y', 'I82R']",8.0,"['H74M', 'F31J', 'F75Z', 'W45R', 'P98U', 'T39L', 'G73F', 'I72K']",5.0,"['L99U', 'D73R', 'A16D', 'G51M', 'I58Y']",1.0,['I82R']
731.0,8.0,"['H74M', 'F31J', 'F75Z', 'W45R', 'P98U', 'T39L', 'G73F', 'I72K']",7.0,"['Z78G', 'T66Y', 'Q40V', 'Y71R', 'V95W', 'A21O', 'T62Q']",4.0,"['H74M', 'F31J', 'F75Z', 'W45R']",4.0,"['P98U', 'T39L', 'G73F', 'I72K']"
732.0,7.0,"['Z78G', 'T66Y', 'Q40V', 'Y71R', 'V95W', 'A21O', 'T62Q']",8.0,"['Y1J', 'N20C', 'B84C', 'W40S', 'J59B', 'E46X', 'Y63O', 'A47R']",6.0,"['Z78G', 'T66Y', 'Q40V', 'Y71R', 'V95W', 'A21O']",1.0,['T62Q']
733.0,8.0,"['Y1J', 'N20C', 'B84C', 'W40S', 'J59B', 'E46X', 'Y63O', 'A47R']",7.0,"['O92G', 'M32P', 'K39N', 'L37G', 'B28F', 'I67Z', 'K36Y']",4.0,"['Y1J', 'N20C', 'B84C', 'W40S']",4.0,"['J59B', 'E46X', 'Y63O', 'A47R']"
734.0,7.0,"['O92G', 'M32P', 'K39N', 'L37G', 'B28F', 'I67Z', 'K36Y']",7.0,"['R97I', 'U58S', 'I35P', 'G77R', 'P72E', 'O37Y', 'A70H']",6.0,"['O92G', 'M32P', 'K39N', 'L37G', 'B28F', 'I67Z']",1.0,['K36Y']
735.0,7.0,"['R97I', 'U58S', 'I35P', 'G77R', 'P72E', 'O37Y', 'A70H']",9.0,"['P66V', 'B98H', 'P81U', 'R57W', 'C35G', 'A28M', 'G9U', 'W50S', 'G22A']",5.0,"['R97I', 'U58S', 'I35P', 'G77R', 'P72E']",2.0,"['O37Y', 'A70H']"
736.0,9.0,"['P66V', 'B98H', 'P81U', 'R57W', 'C35G', 'A28M', 'G9U', 'W50S', 'G22A']",7.0,"['F47O', 'O81C', 'M24D', 'J14P', 'V2V', 'C70D', 'Q99D']",5.0,"['P66V', 'B98H', 'P81U', 'R57W', 'C35G']",4.0,"['A28M', 'G9U', 'W50S', 'G22A']"
737.0,7.0,"['F47O', 'O81C', 'M24D', 'J14P', 'V2V', 'C70D', 'Q99D']",8.0,"['Q22J', 'K98K', 'P75Z', 'R44Q', 'I3X', 'Y7R', 'D40S', 'V84Q']",4.0,"['F47O', 'O81C', 'M24D', 'J14P']",3.0,"['V2V', 'C70D', 'Q99D']"
738.0,8.0,"['Q22J', 'K98K', 'P75Z', 'R44Q', 'I3X', 'Y7R', 'D40S', 'V84Q']",8.0,"['J58A', 'M28U', 'R4H', 'W33E', 'O37B', 'H19N', 'A51J', 'Z38S']",3.0,"['Q22J', 'K98K', 'P75Z']",5.0,"['R44Q', 'I3X', 'Y7R', 'D40S', 'V84Q']"
739.0,8.0,"['J58A', 'M28U', 'R4H', 'W33E', 'O37B', 'H19N', 'A51J', 'Z38S']",7.0,"['F24Z', 'I79U', 'W16T', 'H23V', 'K71G', 'G94W', 'H11Q']",3.0,"['J58A', 'M28U', 'R4H']",5.0,"['W33E', 'O37B', 'H19N', 'A51J', 'Z38S']"
740.0,7.0,"['F24Z', 'I79U', 'W16T', 'H23V', 'K71G', 'G94W', 'H11Q']",6.0,"['V41C', 'Q92V', 'W20P', 'M62Q', 'R43A', 'K61Z']",6.0,"['F24Z', 'I79U', 'W16T', 'H23V', 'K71G', 'G94W']",1.0,['H11Q']
741.0,6.0,"['V41C', 'Q92V', 'W20P', 'M62Q', 'R43A', 'K61Z']",8.0,"['S70G', 'K19U', 'W7Z', 'B68L', 'B11E', 'C34P', 'S91B', 'X64S']",6.0,"['V41C', 'Q92V', 'W20P', 'M62Q', 'R43A', 'K61Z']",0.0,[]
742.0,8.0,"['S70G', 'K19U', 'W7Z', 'B68L', 'B11E', 'C34P', 'S91B', 'X64S']",8.0,"['Z78U', 'C98A', 'K48J', 'K37A', 'U89A', 'A24U', 'Q21S', 'O88S']",5.0,"['S70G', 'K19U', 'W7Z', 'B68L', 'B11E']",3.0,"['C34P', 'S91B', 'X64S']"
743.0,8.0,"['Z78U', 'C98A', 'K48J', 'K37A', 'U89A', 'A24U', 'Q21S', 'O88S']",5.0,"['W71V', 'Z86S', 'C42W', 'A63H', 'J24K']",6.0,"['Z78U', 'C98A', 'K48J', 'K37A', 'U89A', 'A24U']",2.0,"['Q21S', 'O88S']"
744.0,5.0,"['W71V', 'Z86S', 'C42W', 'A63H', 'J24K']",9.0,"['C66H', 'V15H', 'M99T', 'D20D', 'E83F', 'J1E', 'E35I', 'Q41T', 'Z99D']",5.0,"['W71V', 'Z86S', 'C42W', 'A63H', 'J24K']",0.0,[]
745.0,9.0,"['C66H', 'V15H', 'M99T', 'D20D', 'E83F', 'J1E', 'E35I', 'Q41T', 'Z99D']",7.0,"['X37Y', 'D84R', 'R93T', 'I6Y', 'W95X', 'N49X', 'E34F']",4.0,"['C66H', 'V15H', 'M99T', 'D20D']",5.0,"['E83F', 'J1E', 'E35I', 'Q41T', 'Z99D']"
746.0,7.0,"['X37Y', 'D84R', 'R93T', 'I6Y', 'W95X', 'N49X', 'E34F']",5.0,"['H12S', 'R22R', 'H45Z', 'S40P', 'T69Q']",3.0,"['X37Y', 'D84R', 'R93T']",4.0,"['I6Y', 'W95X', 'N49X', 'E34F']"
747.0,5.0,"['H12S', 'R22R', 'H45Z', 'S40P', 'T69Q']",7.0,"['G13H', 'F43V', 'A57U', 'H69T', 'R36O', 'P9C', 'S57Q']",5.0,"['H12S', 'R22R', 'H45Z', 'S40P', 'T69Q']",0.0,[]
748.0,7.0,"['G13H', 'F43V', 'A57U', 'H69T', 'R36O', 'P9C', 'S57Q']",6.0,"['H81S', 'D62H', 'X88B', 'H36E', 'F63N', 'N84I']",6.0,"['G13H', 'F43V', 'A57U', 'H69T', 'R36O', 'P9C']",1.0,['S57Q']
749.0,6.0,"['H81S', 'D62H', 'X88B', 'H36E', 'F63N', 'N84I']",7.0,"['K87O', 'F17B', 'N58H', 'I87C', 'I68U', 'Z16K', 'U90G']",3.0,"['H81S', 'D62H', 'X88B']",3.0,"['H36E', 'F63N', 'N84I']"
750.0,7.0,"['K87O', 'F17B', 'N58H', 'I87C', 'I68U', 'Z16K', 'U90G']",7.0,"['N3J', 'C38B', 'U98Z', 'Y72N', 'V56L', 'F82Z', 'M82B']",3.0,"['K87O', 'F17B', 'N58H']",4.0,"['I87C', 'I68U', 'Z16K', 'U90G']"
751.0,7.0,"['N3J', 'C38B', 'U98Z', 'Y72N', 'V56L', 'F82Z', 'M82B']",7.0,"['R71D', 'V33Q', 'S27A', 'P27E', 'J41H', 'Q28W', 'H54C']",4.0,"['N3J', 'C38B', 'U98Z', 'Y72N']",3.0,"['V56L', 'F82Z', 'M82B']"
752.0,7.0,"['R71D', 'V33Q', 'S27A', 'P27E', 'J41H', 'Q28W', 'H54C']",8.0,"['F62V', 'F88M', 'F70P', 'A89S', 'X10U', 'X2C', 'C5N', 'E58Q']",3.0,"['R71D', 'V33Q', 'S27A']",4.0,"['P27E', 'J41H', 'Q28W', 'H54C']"
753.0,8.0,"['F62V', 'F88M', 'F70P', 'A89S', 'X10U', 'X2C', 'C5N', 'E58Q']",6.0,"['S65E', 'E51U', 'R99J', 'V28C', 'G13C', 'H57B']",6.0,"['F62V', 'F88M', 'F70P', 'A89S', 'X10U', 'X2C']",2.0,"['C5N', 'E58Q']"
754.0,6.0,"['S65E', 'E51U', 'R99J', 'V28C', 'G13C', 'H57B']",9.0,"['L91F', 'E62S', 'R35Y', 'S20J', 'X24C', 'T80I', 'A100M', 'R70Z', 'I47M']",4.0,"['S65E', 'E51U', 'R99J', 'V28C']",2.0,"['G13C', 'H57B']"
755.0,9.0,"['L91F', 'E62S', 'R35Y', 'S20J', 'X24C', 'T80I', 'A100M', 'R70Z', 'I47M']",7.0,"['N59X', 'U43X', 'O28Z', 'P76K', 'B89V', 'T77L', 'Q98Z']",4.0,"['L91F', 'E62S', 'R35Y', 'S20J']",5.0,"['X24C', 'T80I', 'A100M', 'R70Z', 'I47M']"
756.0,7.0,"['N59X', 'U43X', 'O28Z', 'P76K', 'B89V', 'T77L', 'Q98Z']",7.0,"['Z68R', 'K84P', 'H64I', 'Q63H', 'F25B', 'R16N', 'R71W']",5.0,"['N59X', 'U43X', 'O28Z', 'P76K', 'B89V']",2.0,"['T77L', 'Q98Z']"
757.0,7.0,"['Z68R', 'K84P', 'H64I', 'Q63H', 'F25B', 'R16N', 'R71W']",8.0,"['G38F', 'C87X', 'S19V', 'G16F', 'V17E', 'T49E', 'Y96J', 'X57Q']",3.0,"['Z68R', 'K84P', 'H64I']",4.0,"['Q63H', 'F25B', 'R16N', 'R71W']"
758.0,8.0,"['G38F', 'C87X', 'S19V', 'G16F', 'V17E', 'T49E', 'Y96J', 'X57Q']",9.0,"['S45H', 'A86S', 'P50J', 'P19Z', 'Q66F', 'I35B', 'V7D', 'Y47D', 'P75T']",3.0,"['G38F', 'C87X', 'S19V']",5.0,"['G16F', 'V17E', 'T49E', 'Y96J', 'X57Q']"
759.0,9.0,"['S45H', 'A86S', 'P50J', 'P19Z', 'Q66F', 'I35B', 'V7D', 'Y47D', 'P75T']",7.0,"['F1M', 'C90N', 'P82E', 'T41U', 'J75N', 'P1C', 'M56M']",5.0,"['S45H', 'A86S', 'P50J', 'P19Z', 'Q66F']",4.0,"['I35B', 'V7D', 'Y47D', 'P75T']"
760.0,7.0,"['F1M', 'C90N', 'P82E', 'T41U', 'J75N', 'P1C', 'M56M']",9.0,"['A8V', 'I67N', 'N35F', 'M14Z', 'H58S', 'O6W', 'F62L', 'D51I', 'H60O']",6.0,"['F1M', 'C90N', 'P82E', 'T41U', 'J75N', 'P1C']",1.0,['M56M']
761.0,9.0,"['A8V', 'I67N', 'N35F', 'M14Z', 'H58S', 'O6W', 'F62L', 'D51I', 'H60O']",8.0,"['M27M', 'N52Z', 'E81X', 'X53F', 'L50S', 'K74U', 'N33E', 'G96R']",5.0,"['A8V', 'I67N', 'N35F', 'M14Z', 'H58S']",4.0,"['O6W', 'F62L', 'D51I', 'H60O']"
762.0,8.0,"['M27M', 'N52Z', 'E81X', 'X53F', 'L50S', 'K74U', 'N33E', 'G96R']",5.0,"['R84Q', 'S78G', 'T71Y', 'E81K', 'R39C']",5.0,"['M27M', 'N52Z', 'E81X', 'X53F', 'L50S']",3.0,"['K74U', 'N33E', 'G96R']"
763.0,5.0,"['R84Q', 'S78G', 'T71Y', 'E81K', 'R39C']",7.0,"['R95Q', 'W92M', 'X24H', 'V73A', 'M88K', 'U93D', 'F81F']",3.0,"['R84Q', 'S78G', 'T71Y']",2.0,"['E81K', 'R39C']"
764.0,7.0,"['R95Q', 'W92M', 'X24H', 'V73A', 'M88K', 'U93D', 'F81F']",7.0,"['C31H', 'L59Q', 'R66S', 'M42U', 'D84Q', 'M30B', 'P53R']",6.0,"['R95Q', 'W92M', 'X24H', 'V73A', 'M88K', 'U93D']",1.0,['F81F']
765.0,7.0,"['C31H', 'L59Q', 'R66S', 'M42U', 'D84Q', 'M30B', 'P53R']",5.0,"['M94E', 'I34K', 'Q36C', 'R31U', 'E7R']",3.0,"['C31H', 'L59Q', 'R66S']",4.0,"['M42U', 'D84Q', 'M30B', 'P53R']"
766.0,5.0,"['M94E', 'I34K', 'Q36C', 'R31U', 'E7R']",9.0,"['V24M', 'I73Y', 'G53R', 'U43O', 'L65S', 'N76T', 'C5I', 'W66W', 'U79P']",4.0,"['M94E', 'I34K', 'Q36C', 'R31U']",1.0,['E7R']
767.0,9.0,"['V24M', 'I73Y', 'G53R', 'U43O', 'L65S', 'N76T', 'C5I', 'W66W', 'U79P']",7.0,"['K54Q', 'C23L', 'V50D', 'O95K', 'S99L', 'W34K', 'J90X']",4.0,"['V24M', 'I73Y', 'G53R', 'U43O']",5.0,"['L65S', 'N76T', 'C5I', 'W66W', 'U79P']"
768.0,7.0,"['K54Q', 'C23L', 'V50D', 'O95K', 'S99L', 'W34K', 'J90X']",6.0,"['C15R', 'I24J', 'J82U', 'M26B', 'Q85R', 'Z56S']",6.0,"['K54Q', 'C23L', 'V50D', 'O95K', 'S99L', 'W34K']",1.0,['J90X']
769.0,6.0,"['C15R', 'I24J', 'J82U', 'M26B', 'Q85R', 'Z56S']",7.0,"['K72U', 'E94A', 'L100P', 'C58K', 'Q71K', 'R52U', 'J28L']",4.0,"['C15R', 'I24J', 'J82U', 'M26B']",2.0,"['Q85R', 'Z56S']"
770.0,7.0,"['K72U', 'E94A', 'L100P', 'C58K', 'Q71K', 'R52U', 'J28L']",5.0,"['P60V', 'F54S', 'Z25A', 'G75S', 'U74G']",5.0,"['K72U', 'E94A', 'L100P', 'C58K', 'Q71K']",2.0,"['R52U', 'J28L']"
771.0,5.0,"['P60V', 'F54S', 'Z25A', 'G75S', 'U74G']",7.0,"['U61H', 'E6U', 'O65S', 'B80V', 'M38M', 'Q43I', 'H56O']",6.0,"['P60V', 'F54S', 'Z25A', 'G75S', 'U74G', 'U61H']",0.0,[]
772.0,6.0,"['E6U', 'O65S', 'B80V', 'M38M', 'Q43I', 'H56O']",7.0,"['E61T', 'J70T', 'Y60Y', 'Q80E', 'P74H', 'D99W', 'L53A']",4.0,"['E6U', 'O65S', 'B80V', 'M38M']",2.0,"['Q43I', 'H56O']"
773.0,7.0,"['E61T', 'J70T', 'Y60Y', 'Q80E', 'P74H', 'D99W', 'L53A']",6.0,"['X41H', 'U96X', 'G27F', 'Z9Y', 'N49C', 'C46B']",3.0,"['E61T', 'J70T', 'Y60Y']",4.0,"['Q80E', 'P74H', 'D99W', 'L53A']"
774.0,6.0,"['X41H', 'U96X', 'G27F', 'Z9Y', 'N49C', 'C46B']",7.0,"['I54O', 'Q6L', 'W8O', 'F91D', 'R42M', 'N94Y', 'P6Y']",6.0,"['X41H', 'U96X', 'G27F', 'Z9Y', 'N49C', 'C46B']",0.0,[]
775.0,7.0,"['I54O', 'Q6L', 'W8O', 'F91D', 'R42M', 'N94Y', 'P6Y']",7.0,"['Z86O', 'X78U', 'K48D', 'G81C', 'Q45P', 'C63U', 'X75Q']",6.0,"['I54O', 'Q6L', 'W8O', 'F91D', 'R42M', 'N94Y']",1.0,['P6Y']
776.0,7.0,"['Z86O', 'X78U', 'K48D', 'G81C', 'Q45P', 'C63U', 'X75Q']",7.0,"['P21X', 'U81I', 'J57J', 'B4O', 'K3T', 'M47I', 'N10U']",4.0,"['Z86O', 'X78U', 'K48D', 'G81C']",3.0,"['Q45P', 'C63U', 'X75Q']"
777.0,7.0,"['P21X', 'U81I', 'J57J', 'B4O', 'K3T', 'M47I', 'N10U']",5.0,"['U18D', 'Z51Q', 'I25J', 'C5E', 'T89T']",3.0,"['P21X', 'U81I', 'J57J']",4.0,"['B4O', 'K3T', 'M47I', 'N10U']"
778.0,5.0,"['U18D', 'Z51Q', 'I25J', 'C5E', 'T89T']",7.0,"['D51J', 'M77G', 'Y59E', 'M53I', 'H76M', 'S89N', 'U18W']",5.0,"['U18D', 'Z51Q', 'I25J', 'C5E', 'T89T']",0.0,[]
779.0,7.0,"['D51J', 'M77G', 'Y59E', 'M53I', 'H76M', 'S89N', 'U18W']",8.0,"['H96C', 'A7S', 'C63H', 'M67R', 'V23V', 'P60R', 'B13R', 'F95F']",4.0,"['D51J', 'M77G', 'Y59E', 'M53I']",3.0,"['H76M', 'S89N', 'U18W']"
780.0,8.0,"['H96C', 'A7S', 'C63H', 'M67R', 'V23V', 'P60R', 'B13R', 'F95F']",9.0,"['O52X', 'O60M', 'O41Z', 'B4G', 'M68P', 'C98S', 'Y96N', 'H5Q', 'N10A']",3.0,"['H96C', 'A7S', 'C63H']",5.0,"['M67R', 'V23V', 'P60R', 'B13R', 'F95F']"
781.0,9.0,"['O52X', 'O60M', 'O41Z', 'B4G', 'M68P', 'C98S', 'Y96N', 'H5Q', 'N10A']",6.0,"['N41P', 'N41V', 'S56M', 'I45D', 'G42J', 'C81I']",6.0,"['O52X', 'O60M', 'O41Z', 'B4G', 'M68P', 'C98S']",3.0,"['Y96N', 'H5Q', 'N10A']"
782.0,6.0,"['N41P', 'N41V', 'S56M', 'I45D', 'G42J', 'C81I']",5.0,"['S47K', 'V54L', 'I86J', 'S58O', 'Q63M']",4.0,"['N41P', 'N41V', 'S56M', 'I45D']",2.0,"['G42J', 'C81I']"
783.0,5.0,"['S47K', 'V54L', 'I86J', 'S58O', 'Q63M']",9.0,"['B13L', 'I83D', 'Q70N', 'K1P', 'Z51W', 'L10F', 'L49Z', 'Z49J', 'E80I']",6.0,"['S47K', 'V54L', 'I86J', 'S58O', 'Q63M', 'B13L']",0.0,[]
784.0,8.0,"['I83D', 'Q70N', 'K1P', 'Z51W', 'L10F', 'L49Z', 'Z49J', 'E80I']",8.0,"['I86W', 'U96N', 'Q28A', 'F85O', 'G22Q', 'H49K', 'G2M', 'F76E']",4.0,"['I83D', 'Q70N', 'K1P', 'Z51W']",4.0,"['L10F', 'L49Z', 'Z49J', 'E80I']"
785.0,8.0,"['I86W', 'U96N', 'Q28A', 'F85O', 'G22Q', 'H49K', 'G2M', 'F76E']",8.0,"['V18W', 'L83U', 'J21D', 'C20U', 'B66X', 'W39T', 'N24V', 'W20W']",5.0,"['I86W', 'U96N', 'Q28A', 'F85O', 'G22Q']",3.0,"['H49K', 'G2M', 'F76E']"
786.0,8.0,"['V18W', 'L83U', 'J21D', 'C20U', 'B66X', 'W39T', 'N24V', 'W20W']",8.0,"['X90D', 'K70S', 'W64I', 'A12B', 'Y89O', 'L64I', 'U50O', 'W23M']",4.0,"['V18W', 'L83U', 'J21D', 'C20U']",4.0,"['B66X', 'W39T', 'N24V', 'W20W']"
787.0,8.0,"['X90D', 'K70S', 'W64I', 'A12B', 'Y89O', 'L64I', 'U50O', 'W23M']",8.0,"['Y3B', 'P99G', 'S9O', 'Y52O', 'U48F', 'Z73W', 'G36Z', 'O22L']",5.0,"['X90D', 'K70S', 'W64I', 'A12B', 'Y89O']",3.0,"['L64I', 'U50O', 'W23M']"
788.0,8.0,"['Y3B', 'P99G', 'S9O', 'Y52O', 'U48F', 'Z73W', 'G36Z', 'O22L']",7.0,"['A17G', 'R72Y', 'E34V', 'N33A', 'E94H', 'Q80R', 'Y16W']",3.0,"['Y3B', 'P99G', 'S9O']",5.0,"['Y52O', 'U48F', 'Z73W', 'G36Z', 'O22L']"
789.0,7.0,"['A17G', 'R72Y', 'E34V', 'N33A', 'E94H', 'Q80R', 'Y16W']",5.0,"['U98U', 'C1A', 'K35J', 'X59K', 'Q41Q']",4.0,"['A17G', 'R72Y', 'E34V', 'N33A']",3.0,"['E94H', 'Q80R', 'Y16W']"
790.0,5.0,"['U98U', 'C1A', 'K35J', 'X59K', 'Q41Q']",6.0,"['P52K', 'D65T', 'P28N', 'T63D', 'O89L', 'Y25W']",3.0,"['U98U', 'C1A', 'K35J']",2.0,"['X59K', 'Q41Q']"
791.0,6.0,"['P52K', 'D65T', 'P28N', 'T63D', 'O89L', 'Y25W']",8.0,"['Y20O', 'Q76I', 'F10K', 'E98H', 'I44N', 'U96T', 'T72Y', 'D36D']",5.0,"['P52K', 'D65T', 'P28N', 'T63D', 'O89L']",1.0,['Y25W']
792.0,8.0,"['Y20O', 'Q76I', 'F10K', 'E98H', 'I44N', 'U96T', 'T72Y', 'D36D']",5.0,"['Q51P', 'V41X', 'C73L', 'X38Y', 'C15B']",6.0,"['Y20O', 'Q76I', 'F10K', 'E98H', 'I44N', 'U96T']",2.0,"['T72Y', 'D36D']"
793.0,5.0,"['Q51P', 'V41X', 'C73L', 'X38Y', 'C15B']",6.0,"['M83G', 'F78T', 'U45W', 'N62H', 'V69A', 'X86C']",5.0,"['Q51P', 'V41X', 'C73L', 'X38Y', 'C15B']",0.0,[]
794.0,6.0,"['M83G', 'F78T', 'U45W', 'N62H', 'V69A', 'X86C']",9.0,"['R67O', 'R78Y', 'B21O', 'W40E', 'L5H', 'G41S', 'J44N', 'K64A', 'X21V']",4.0,"['M83G', 'F78T', 'U45W', 'N62H']",2.0,"['V69A', 'X86C']"
795.0,9.0,"['R67O', 'R78Y', 'B21O', 'W40E', 'L5H', 'G41S', 'J44N', 'K64A', 'X21V']",6.0,"['K46V', 'B57W', 'X2I', 'E55L', 'S14J', 'M93R']",6.0,"['R67O', 'R78Y', 'B21O', 'W40E', 'L5H', 'G41S']",3.0,"['J44N', 'K64A', 'X21V']"
796.0,6.0,"['K46V', 'B57W', 'X2I', 'E55L', 'S14J', 'M93R']",9.0,"['W12C', 'F21O', 'T23W', 'C83L', 'G20U', 'F67Y', 'U93Z', 'U66Y', 'L6O']",3.0,"['K46V', 'B57W', 'X2I']",3.0,"['E55L', 'S14J', 'M93R']"
797.0,9.0,"['W12C', 'F21O', 'T23W', 'C83L', 'G20U', 'F67Y', 'U93Z', 'U66Y', 'L6O']",8.0,"['C73W', 'V60F', 'F86H', 'I66E', 'Q32H', 'M66N', 'W18V', 'K53T']",3.0,"['W12C', 'F21O', 'T23W']",6.0,"['C83L', 'G20U', 'F67Y', 'U93Z', 'U66Y', 'L6O']"
798.0,8.0,"['C73W', 'V60F', 'F86H', 'I66E', 'Q32H', 'M66N', 'W18V', 'K53T']",6.0,"['G2C', 'S90Y', 'A40K', 'I79R', 'H3A', 'R78A']",6.0,"['C73W', 'V60F', 'F86H', 'I66E', 'Q32H', 'M66N']",2.0,"['W18V', 'K53T']"
