Semana,Longitud cola,Cola,Arribos,Autos,Atenciones,Atendidos,Despachos,Despachados
234.0,6.0,"['U50T', 'A23I', 'A20N', 'I37N', 'Z2K', 'E59Y']",7.0,"['F65A', 'T96V', 'S93D', 'I66A', 'V95Y', 'K86I', 'I77Q']",3.0,"['U50T', 'A23I', 'A20N']",3.0,"['I37N', 'Z2K', 'E59Y']"
235.0,7.0,"['F65A', 'T96V', 'S93D', 'I66A', 'V95Y', 'K86I', 'I77Q']",6.0,"['Q44D', 'J61Q', 'U38A', 'Q60A', 'A51X', 'E36X']",3.0,"['F65A', 'T96V', 'S93D']",4.0,"['I66A', 'V95Y', 'K86I', 'I77Q']"
236.0,6.0,"['Q44D', 'J61Q', 'U38A', 'Q60A', 'A51X', 'E36X']",7.0,"['I48I', 'T47Y', 'T9W', 'N61E', 'C62R', 'H67D', 'G66O']",4.0,"['Q44D', 'J61Q', 'U38A', 'Q60A']",2.0,"['A51X', 'E36X']"
237.0,7.0,"['I48I', 'T47Y', 'T9W', 'N61E', 'C62R', 'H67D', 'G66O']",6.0,"['O38A', 'H50L', 'I49N', 'B12U', 'O25U', 'S90S']",6.0,"['I48I', 'T47Y', 'T9W', 'N61E', 'C62R', 'H67D']",1.0,['G66O']
238.0,6.0,"['O38A', 'H50L', 'I49N', 'B12U', 'O25U', 'S90S']",8.0,"['A5C', 'K20M', 'F73P', 'M40J', 'A87U', 'G13Z', 'A67O', 'G55W']",6.0,"['O38A', 'H50L', 'I49N', 'B12U', 'O25U', 'S90S']",0.0,[]
239.0,8.0,"['A5C', 'K20M', 'F73P', 'M40J', 'A87U', 'G13Z', 'A67O', 'G55W']",9.0,"['G61D', 'A3T', 'G51G', 'L69U', 'H82G', 'E37R', 'O31G', 'P52V', 'G78S']",6.0,"['A5C', 'K20M', 'F73P', 'M40J', 'A87U', 'G13Z']",2.0,"['A67O', 'G55W']"
240.0,9.0,"['G61D', 'A3T', 'G51G', 'L69U', 'H82G', 'E37R', 'O31G', 'P52V', 'G78S']",8.0,"['Y45R', 'T50U', 'B63G', 'H100Z', 'U67Q', 'S72R', 'D82L', 'Z92N']",6.0,"['G61D', 'A3T', 'G51G', 'L69U', 'H82G', 'E37R']",3.0,"['O31G', 'P52V', 'G78S']"
241.0,8.0,"['Y45R', 'T50U', 'B63G', 'H100Z', 'U67Q', 'S72R', 'D82L', 'Z92N']",7.0,"['A10L', 'P80Q', 'U7O', 'D84K', 'I3K', 'I55B', 'N42E']",6.0,"['Y45R', 'T50U', 'B63G', 'H100Z', 'U67Q', 'S72R']",2.0,"['D82L', 'Z92N']"
242.0,7.0,"['A10L', 'P80Q', 'U7O', 'D84K', 'I3K', 'I55B', 'N42E']",8.0,"['I91D', 'M75R', 'F80D', 'Y100E', 'L76T', 'X76M', 'F23S', 'Y6L']",4.0,"['A10L', 'P80Q', 'U7O', 'D84K']",3.0,"['I3K', 'I55B', 'N42E']"
243.0,8.0,"['I91D', 'M75R', 'F80D', 'Y100E', 'L76T', 'X76M', 'F23S', 'Y6L']",7.0,"['C77X', 'A41E', 'U98A', 'J76G', 'P67O', 'J74I', 'W64Q']",5.0,"['I91D', 'M75R', 'F80D', 'Y100E', 'L76T']",3.0,"['X76M', 'F23S', 'Y6L']"
244.0,7.0,"['C77X', 'A41E', 'U98A', 'J76G', 'P67O', 'J74I', 'W64Q']",9.0,"['L9O', 'P5H', 'W51W', 'I80I', 'P82T', 'O65B', 'B71T', 'V76G', 'L42U']",5.0,"['C77X', 'A41E', 'U98A', 'J76G', 'P67O']",2.0,"['J74I', 'W64Q']"
245.0,9.0,"['L9O', 'P5H', 'W51W', 'I80I', 'P82T', 'O65B', 'B71T', 'V76G', 'L42U']",9.0,"['I25B', 'T70L', 'B97W', 'Y15V', 'L33W', 'N33N', 'J41I', 'R28P', 'C9M']",3.0,"['L9O', 'P5H', 'W51W']",6.0,"['I80I', 'P82T', 'O65B', 'B71T', 'V76G', 'L42U']"
246.0,9.0,"['I25B', 'T70L', 'B97W', 'Y15V', 'L33W', 'N33N', 'J41I', 'R28P', 'C9M']",6.0,"['R24N', 'L8K', 'B63C', 'V8V', 'R98H', 'R63U']",5.0,"['I25B', 'T70L', 'B97W', 'Y15V', 'L33W']",4.0,"['N33N', 'J41I', 'R28P', 'C9M']"
247.0,6.0,"['R24N', 'L8K', 'B63C', 'V8V', 'R98H', 'R63U']",8.0,"['S16O', 'E94U', 'M8D', 'L56X', 'R98Q', 'E21Y', 'G20N', 'I33V']",6.0,"['R24N', 'L8K', 'B63C', 'V8V', 'R98H', 'R63U']",0.0,[]
248.0,8.0,"['S16O', 'E94U', 'M8D', 'L56X', 'R98Q', 'E21Y', 'G20N', 'I33V']",8.0,"['N21Z', 'T28N', 'B30G', 'Q56O', 'I86U', 'S80F', 'K49K', 'H87W']",3.0,"['S16O', 'E94U', 'M8D']",5.0,"['L56X', 'R98Q', 'E21Y', 'G20N', 'I33V']"
249.0,8.0,"['N21Z', 'T28N', 'B30G', 'Q56O', 'I86U', 'S80F', 'K49K', 'H87W']",8.0,"['H83C', 'C56S', 'X88Z', 'O22Y', 'G16S', 'F37R', 'C87A', 'A18V']",4.0,"['N21Z', 'T28N', 'B30G', 'Q56O']",4.0,"['I86U', 'S80F', 'K49K', 'H87W']"
250.0,8.0,"['H83C', 'C56S', 'X88Z', 'O22Y', 'G16S', 'F37R', 'C87A', 'A18V']",7.0,"['X79Y', 'L73N', 'L59I', 'V44O', 'I44X', 'D70H', 'N44R']",4.0,"['H83C', 'C56S', 'X88Z', 'O22Y']",4.0,"['G16S', 'F37R', 'C87A', 'A18V']"
251.0,7.0,"['X79Y', 'L73N', 'L59I', 'V44O', 'I44X', 'D70H', 'N44R']",6.0,"['W4J', 'M46W', 'U78A', 'L10C', 'O61J', 'O97P']",5.0,"['X79Y', 'L73N', 'L59I', 'V44O', 'I44X']",2.0,"['D70H', 'N44R']"
252.0,6.0,"['W4J', 'M46W', 'U78A', 'L10C', 'O61J', 'O97P']",9.0,"['H9S', 'L30S', 'K94D', 'B22T', 'V18H', 'P1K', 'X17V', 'H81K', 'H86X']",6.0,"['W4J', 'M46W', 'U78A', 'L10C', 'O61J', 'O97P']",0.0,[]
253.0,9.0,"['H9S', 'L30S', 'K94D', 'B22T', 'V18H', 'P1K', 'X17V', 'H81K', 'H86X']",5.0,"['L29N', 'S61P', 'F19N', 'D49S', 'H92C']",4.0,"['H9S', 'L30S', 'K94D', 'B22T']",5.0,"['V18H', 'P1K', 'X17V', 'H81K', 'H86X']"
254.0,5.0,"['L29N', 'S61P', 'F19N', 'D49S', 'H92C']",7.0,"['Z43W', 'Q78S', 'K50K', 'V90H', 'D25M', 'J56F', 'K20E']",6.0,"['L29N', 'S61P', 'F19N', 'D49S', 'H92C', 'Z43W']",0.0,[]
255.0,6.0,"['Q78S', 'K50K', 'V90H', 'D25M', 'J56F', 'K20E']",7.0,"['F30B', 'E46G', 'M95M', 'D8P', 'S38Y', 'M19Z', 'U11Y']",5.0,"['Q78S', 'K50K', 'V90H', 'D25M', 'J56F']",1.0,['K20E']
256.0,7.0,"['F30B', 'E46G', 'M95M', 'D8P', 'S38Y', 'M19Z', 'U11Y']",9.0,"['A56L', 'W41H', 'Y20L', 'S58Y', 'F48D', 'O89P', 'M9X', 'I56F', 'N20E']",4.0,"['F30B', 'E46G', 'M95M', 'D8P']",3.0,"['S38Y', 'M19Z', 'U11Y']"
257.0,9.0,"['A56L', 'W41H', 'Y20L', 'S58Y', 'F48D', 'O89P', 'M9X', 'I56F', 'N20E']",8.0,"['T56N', 'F90W', 'A64W', 'C75P', 'L68H', 'Z20R', 'Z53E', 'G74X']",6.0,"['A56L', 'W41H', 'Y20L', 'S58Y', 'F48D', 'O89P']",3.0,"['M9X', 'I56F', 'N20E']"
258.0,8.0,"['T56N', 'F90W', 'A64W', 'C75P', 'L68H', 'Z20R', 'Z53E', 'G74X']",8.0,"['A83J', 'K95D', 'Q27L', 'X54U', 'T83C', 'C69X', 'U46Z', 'Q91M']",6.0,"['T56N', 'F90W', 'A64W', 'C75P', 'L68H', 'Z20R']",2.0,"['Z53E', 'G74X']"
259.0,8.0,"['A83J', 'K95D', 'Q27L', 'X54U', 'T83C', 'C69X', 'U46Z', 'Q91M']",9.0,"['C11T', 'C91D', 'W66M', 'U94F', 'A8S', 'I14L', 'D17U', 'H21S', 'K59E']",3.0,"['A83J', 'K95D', 'Q27L']",5.0,"['X54U', 'T83C', 'C69X', 'U46Z', 'Q91M']"
260.0,9.0,"['C11T', 'C91D', 'W66M', 'U94F', 'A8S', 'I14L', 'D17U', 'H21S', 'K59E']",6.0,"['J67R', 'T22R', 'H85P', 'Z37T', 'P5X', 'W27H']",4.0,"['C11T', 'C91D', 'W66M', 'U94F']",5.0,"['A8S', 'I14L', 'D17U', 'H21S', 'K59E']"
261.0,6.0,"['J67R', 'T22R', 'H85P', 'Z37T', 'P5X', 'W27H']",6.0,"['P69Y', 'A37O', 'U3Y', 'D5B', 'L86V', 'K24L']",6.0,"['J67R', 'T22R', 'H85P', 'Z37T', 'P5X', 'W27H']",0.0,[]
262.0,6.0,"['P69Y', 'A37O', 'U3Y', 'D5B', 'L86V', 'K24L']",5.0,"['J4S', 'E79S', 'U45X', 'F74W', 'U24T']",3.0,"['P69Y', 'A37O', 'U3Y']",3.0,"['D5B', 'L86V', 'K24L']"
263.0,5.0,"['J4S', 'E79S', 'U45X', 'F74W', 'U24T']",7.0,"['P49P', 'N12S', 'C42V', 'U58Q', 'L72P', 'W94P', 'U50U']",5.0,"['J4S', 'E79S', 'U45X', 'F74W', 'U24T']",0.0,[]
264.0,7.0,"['P49P', 'N12S', 'C42V', 'U58Q', 'L72P', 'W94P', 'U50U']",7.0,"['S67J', 'C94Q', 'Z30Y', 'I37O', 'W45U', 'D33F', 'S41T']",4.0,"['P49P', 'N12S', 'C42V', 'U58Q']",3.0,"['L72P', 'W94P', 'U50U']"
265.0,7.0,"['S67J', 'C94Q', 'Z30Y', 'I37O', 'W45U', 'D33F', 'S41T']",7.0,"['J63V', 'Y8D', 'A63X', 'H11G', 'A24O', 'C58D', 'B34C']",4.0,"['S67J', 'C94Q', 'Z30Y', 'I37O']",3.0,"['W45U', 'D33F', 'S41T']"
266.0,7.0,"['J63V', 'Y8D', 'A63X', 'H11G', 'A24O', 'C58D', 'B34C']",7.0,"['L43J', 'O51F', 'T89B', 'R42Q', 'G40N', 'W15V', 'O93C']",6.0,"['J63V', 'Y8D', 'A63X', 'H11G', 'A24O', 'C58D']",1.0,['B34C']
267.0,7.0,"['L43J', 'O51F', 'T89B', 'R42Q', 'G40N', 'W15V', 'O93C']",6.0,"['R59F', 'M16P', 'H85R', 'T67O', 'E60U', 'W50R']",6.0,"['L43J', 'O51F', 'T89B', 'R42Q', 'G40N', 'W15V']",1.0,['O93C']
268.0,6.0,"['R59F', 'M16P', 'H85R', 'T67O', 'E60U', 'W50R']",9.0,"['F36O', 'V11X', 'Z97K', 'S78D', 'U89O', 'L5W', 'C31B', 'G62Z', 'B6P']",4.0,"['R59F', 'M16P', 'H85R', 'T67O']",2.0,"['E60U', 'W50R']"
269.0,9.0,"['F36O', 'V11X', 'Z97K', 'S78D', 'U89O', 'L5W', 'C31B', 'G62Z', 'B6P']",6.0,"['C73J', 'I1S', 'X21N', 'K7F', 'O89C', 'I79G']",5.0,"['F36O', 'V11X', 'Z97K', 'S78D', 'U89O']",4.0,"['L5W', 'C31B', 'G62Z', 'B6P']"
270.0,6.0,"['C73J', 'I1S', 'X21N', 'K7F', 'O89C', 'I79G']",8.0,"['B17S', 'D84J', 'N35S', 'L20A', 'Q27P', 'X62Y', 'T16U', 'F13A']",5.0,"['C73J', 'I1S', 'X21N', 'K7F', 'O89C']",1.0,['I79G']
271.0,8.0,"['B17S', 'D84J', 'N35S', 'L20A', 'Q27P', 'X62Y', 'T16U', 'F13A']",8.0,"['A99Y', 'T11A', 'H55L', 'B23O', 'X95A', 'D32K', 'U55Q', 'C92B']",3.0,"['B17S', 'D84J', 'N35S']",5.0,"['L20A', 'Q27P', 'X62Y', 'T16U', 'F13A']"
272.0,8.0,"['A99Y', 'T11A', 'H55L', 'B23O', 'X95A', 'D32K', 'U55Q', 'C92B']",6.0,"['S15B', 'K5U', 'E16Z', 'H83I', 'V30G', 'J30I']",4.0,"['A99Y', 'T11A', 'H55L', 'B23O']",4.0,"['X95A', 'D32K', 'U55Q', 'C92B']"
273.0,6.0,"['S15B', 'K5U', 'E16Z', 'H83I', 'V30G', 'J30I']",6.0,"['D18A', 'J10L', 'M6M', 'A24P', 'D59D', 'W26J']",4.0,"['S15B', 'K5U', 'E16Z', 'H83I']",2.0,"['V30G', 'J30I']"
274.0,6.0,"['D18A', 'J10L', 'M6M', 'A24P', 'D59D', 'W26J']",8.0,"['K92X', 'B44C', 'X58Z', 'E39U', 'T23G', 'N87B', 'G84U', 'M42R']",6.0,"['D18A', 'J10L', 'M6M', 'A24P', 'D59D', 'W26J']",0.0,[]
275.0,8.0,"['K92X', 'B44C', 'X58Z', 'E39U', 'T23G', 'N87B', 'G84U', 'M42R']",7.0,"['N24K', 'Y98T', 'O55C', 'U65I', 'A8V', 'T74R', 'S8U']",5.0,"['K92X', 'B44C', 'X58Z', 'E39U', 'T23G']",3.0,"['N87B', 'G84U', 'M42R']"
276.0,7.0,"['N24K', 'Y98T', 'O55C', 'U65I', 'A8V', 'T74R', 'S8U']",7.0,"['A30H', 'N49X', 'Y71Z', 'J98C', 'T15I', 'Z48L', 'T93A']",4.0,"['N24K', 'Y98T', 'O55C', 'U65I']",3.0,"['A8V', 'T74R', 'S8U']"
277.0,7.0,"['A30H', 'N49X', 'Y71Z', 'J98C', 'T15I', 'Z48L', 'T93A']",7.0,"['A55E', 'I51T', 'V46P', 'F61M', 'Y64R', 'Q79Y', 'T8B']",6.0,"['A30H', 'N49X', 'Y71Z', 'J98C', 'T15I', 'Z48L']",1.0,['T93A']
278.0,7.0,"['A55E', 'I51T', 'V46P', 'F61M', 'Y64R', 'Q79Y', 'T8B']",6.0,"['O69Q', 'W98W', 'S20D', 'F18I', 'Z93D', 'Y37W']",4.0,"['A55E', 'I51T', 'V46P', 'F61M']",3.0,"['Y64R', 'Q79Y', 'T8B']"
279.0,6.0,"['O69Q', 'W98W', 'S20D', 'F18I', 'Z93D', 'Y37W']",7.0,"['G79J', 'Z21S', 'E14U', 'W13F', 'K9D', 'H47A', 'G92C']",5.0,"['O69Q', 'W98W', 'S20D', 'F18I', 'Z93D']",1.0,['Y37W']
280.0,7.0,"['G79J', 'Z21S', 'E14U', 'W13F', 'K9D', 'H47A', 'G92C']",6.0,"['X17U', 'O93E', 'S96Q', 'F38Z', 'X54N', 'U100J']",5.0,"['G79J', 'Z21S', 'E14U', 'W13F', 'K9D']",2.0,"['H47A', 'G92C']"
281.0,6.0,"['X17U', 'O93E', 'S96Q', 'F38Z', 'X54N', 'U100J']",5.0,"['K68F', 'Z56L', 'G48Y', 'G46Y', 'K82M']",3.0,"['X17U', 'O93E', 'S96Q']",3.0,"['F38Z', 'X54N', 'U100J']"
282.0,5.0,"['K68F', 'Z56L', 'G48Y', 'G46Y', 'K82M']",5.0,"['W10T', 'V55T', 'S85B', 'V11O', 'I38U']",3.0,"['K68F', 'Z56L', 'G48Y']",2.0,"['G46Y', 'K82M']"
283.0,5.0,"['W10T', 'V55T', 'S85B', 'V11O', 'I38U']",8.0,"['B8N', 'R81H', 'X58W', 'U39P', 'P38M', 'S32G', 'F92B', 'Y95F']",5.0,"['W10T', 'V55T', 'S85B', 'V11O', 'I38U']",0.0,[]
284.0,8.0,"['B8N', 'R81H', 'X58W', 'U39P', 'P38M', 'S32G', 'F92B', 'Y95F']",6.0,"['P80V', 'Q42Y', 'K34V', 'N48Y', 'K46X', 'G25Q']",4.0,"['B8N', 'R81H', 'X58W', 'U39P']",4.0,"['P38M', 'S32G', 'F92B', 'Y95F']"
285.0,6.0,"['P80V', 'Q42Y', 'K34V', 'N48Y', 'K46X', 'G25Q']",9.0,"['L43Y', 'S41B', 'G24D', 'S87T', 'M50N', 'W59Z', 'P39Z', 'U15R', 'C55L']",6.0,"['P80V', 'Q42Y', 'K34V', 'N48Y', 'K46X', 'G25Q']",0.0,[]
286.0,9.0,"['L43Y', 'S41B', 'G24D', 'S87T', 'M50N', 'W59Z', 'P39Z', 'U15R', 'C55L']",6.0,"['R74H', 'X18S', 'T90F', 'M2A', 'D36I', 'K82Z']",3.0,"['L43Y', 'S41B', 'G24D']",6.0,"['S87T', 'M50N', 'W59Z', 'P39Z', 'U15R', 'C55L']"
287.0,6.0,"['R74H', 'X18S', 'T90F', 'M2A', 'D36I', 'K82Z']",8.0,"['E87Q', 'S88X', 'Y12X', 'P98V', 'A64I', 'Q100V', 'U21U', 'Y51U']",4.0,"['R74H', 'X18S', 'T90F', 'M2A']",2.0,"['D36I', 'K82Z']"
288.0,8.0,"['E87Q', 'S88X', 'Y12X', 'P98V', 'A64I', 'Q100V', 'U21U', 'Y51U']",6.0,"['X79H', 'I79J', 'J6W', 'R44B', 'K52T', 'K95Q']",3.0,"['E87Q', 'S88X', 'Y12X']",5.0,"['P98V', 'A64I', 'Q100V', 'U21U', 'Y51U']"
289.0,6.0,"['X79H', 'I79J', 'J6W', 'R44B', 'K52T', 'K95Q']",6.0,"['A71W', 'J91I', 'Y21C', 'X1E', 'Q19Q', 'Y98Z']",5.0,"['X79H', 'I79J', 'J6W', 'R44B', 'K52T']",1.0,['K95Q']
290.0,6.0,"['A71W', 'J91I', 'Y21C', 'X1E', 'Q19Q', 'Y98Z']",5.0,"['B94D', 'F83A', 'J83E', 'S38G', 'L16Y']",5.0,"['A71W', 'J91I', 'Y21C', 'X1E', 'Q19Q']",1.0,['Y98Z']
291.0,5.0,"['B94D', 'F83A', 'J83E', 'S38G', 'L16Y']",7.0,"['E15M', 'S40X', 'Q8E', 'X10K', 'Y43O', 'C100P', 'F47L']",4.0,"['B94D', 'F83A', 'J83E', 'S38G']",1.0,['L16Y']
292.0,7.0,"['E15M', 'S40X', 'Q8E', 'X10K', 'Y43O', 'C100P', 'F47L']",5.0,"['U95G', 'A21X', 'K75Q', 'W6S', 'Z51Q']",4.0,"['E15M', 'S40X', 'Q8E', 'X10K']",3.0,"['Y43O', 'C100P', 'F47L']"
293.0,5.0,"['U95G', 'A21X', 'K75Q', 'W6S', 'Z51Q']",8.0,"['E27A', 'S40B', 'F99O', 'K37J', 'L36B', 'T44R', 'F22K', 'V24D']",4.0,"['U95G', 'A21X', 'K75Q', 'W6S']",1.0,['Z51Q']
294.0,8.0,"['E27A', 'S40B', 'F99O', 'K37J', 'L36B', 'T44R', 'F22K', 'V24D']",8.0,"['G2Z', 'F51Z', 'J56V', 'I27V', 'A25C', 'Q37Y', 'E48G', 'H75F']",3.0,"['E27A', 'S40B', 'F99O']",5.0,"['K37J', 'L36B', 'T44R', 'F22K', 'V24D']"
295.0,8.0,"['G2Z', 'F51Z', 'J56V', 'I27V', 'A25C', 'Q37Y', 'E48G', 'H75F']",8.0,"['O73P', 'R36Q', 'K70I', 'M99D', 'Z68U', 'G53A', 'M68O', 'V24E']",4.0,"['G2Z', 'F51Z', 'J56V', 'I27V']",4.0,"['A25C', 'Q37Y', 'E48G', 'H75F']"
296.0,8.0,"['O73P', 'R36Q', 'K70I', 'M99D', 'Z68U', 'G53A', 'M68O', 'V24E']",7.0,"['V60M', 'H18W', 'G6Q', 'Q62T', 'M13M', 'U66R', 'U45L']",3.0,"['O73P', 'R36Q', 'K70I']",5.0,"['M99D', 'Z68U', 'G53A', 'M68O', 'V24E']"
297.0,7.0,"['V60M', 'H18W', 'G6Q', 'Q62T', 'M13M', 'U66R', 'U45L']",7.0,"['G15J', 'Z74J', 'Q90E', 'N16P', 'K92D', 'O42E', 'U7C']",6.0,"['V60M', 'H18W', 'G6Q', 'Q62T', 'M13M', 'U66R']",1.0,['U45L']
298.0,7.0,"['G15J', 'Z74J', 'Q90E', 'N16P', 'K92D', 'O42E', 'U7C']",8.0,"['U56F', 'K100O', 'P55J', 'Q28V', 'S25C', 'D23W', 'U8I', 'S68E']",6.0,"['G15J', 'Z74J', 'Q90E', 'N16P', 'K92D', 'O42E']",1.0,['U7C']
299.0,8.0,"['U56F', 'K100O', 'P55J', 'Q28V', 'S25C', 'D23W', 'U8I', 'S68E']",6.0,"['J41P', 'V5Q', 'Y71Z', 'I2T', 'B77V', 'H23F']",5.0,"['U56F', 'K100O', 'P55J', 'Q28V', 'S25C']",3.0,"['D23W', 'U8I', 'S68E']"
300.0,6.0,"['J41P', 'V5Q', 'Y71Z', 'I2T', 'B77V', 'H23F']",5.0,"['C26Z', 'L15G', 'P14Q', 'H48M', 'N84S']",4.0,"['J41P', 'V5Q', 'Y71Z', 'I2T']",2.0,"['B77V', 'H23F']"
301.0,5.0,"['C26Z', 'L15G', 'P14Q', 'H48M', 'N84S']",6.0,"['S39K', 'J73M', 'H38T', 'X26F', 'P41M', 'O30A']",4.0,"['C26Z', 'L15G', 'P14Q', 'H48M']",1.0,['N84S']
302.0,6.0,"['S39K', 'J73M', 'H38T', 'X26F', 'P41M', 'O30A']",8.0,"['G56L', 'K99Z', 'L65D', 'S21B', 'Z28I', 'N51B', 'F76M', 'E25O']",6.0,"['S39K', 'J73M', 'H38T', 'X26F', 'P41M', 'O30A']",0.0,[]
303.0,8.0,"['G56L', 'K99Z', 'L65D', 'S21B', 'Z28I', 'N51B', 'F76M', 'E25O']",7.0,"['Y1M', 'J86V', 'C69A', 'Q1S', 'H68V', 'X64E', 'X12J']",6.0,"['G56L', 'K99Z', 'L65D', 'S21B', 'Z28I', 'N51B']",2.0,"['F76M', 'E25O']"
304.0,7.0,"['Y1M', 'J86V', 'C69A', 'Q1S', 'H68V', 'X64E', 'X12J']",8.0,"['V93B', 'T45I', 'I25I', 'E49S', 'M16P', 'B36E', 'Y52S', 'S20T']",5.0,"['Y1M', 'J86V', 'C69A', 'Q1S', 'H68V']",2.0,"['X64E', 'X12J']"
305.0,8.0,"['V93B', 'T45I', 'I25I', 'E49S', 'M16P', 'B36E', 'Y52S', 'S20T']",7.0,"['D97X', 'O69U', 'Y89M', 'D59W', 'Q60X', 'A24E', 'S80M']",4.0,"['V93B', 'T45I', 'I25I', 'E49S']",4.0,"['M16P', 'B36E', 'Y52S', 'S20T']"
306.0,7.0,"['D97X', 'O69U', 'Y89M', 'D59W', 'Q60X', 'A24E', 'S80M']",8.0,"['E6F', 'I9U', 'Y64Q', 'R3I', 'V72Q', 'I65I', 'E4M', 'R42P']",3.0,"['D97X', 'O69U', 'Y89M']",4.0,"['D59W', 'Q60X', 'A24E', 'S80M']"
307.0,8.0,"['E6F', 'I9U', 'Y64Q', 'R3I', 'V72Q', 'I65I', 'E4M', 'R42P']",7.0,"['D47Q', 'H89Y', 'G15U', 'Q38N', 'G69C', 'Z75Z', 'R24T']",4.0,"['E6F', 'I9U', 'Y64Q', 'R3I']",4.0,"['V72Q', 'I65I', 'E4M', 'R42P']"
308.0,7.0,"['D47Q', 'H89Y', 'G15U', 'Q38N', 'G69C', 'Z75Z', 'R24T']",7.0,"['D9Q', 'U12I', 'X12I', 'F42Q', 'M83P', 'K19T', 'R9X']",4.0,"['D47Q', 'H89Y', 'G15U', 'Q38N']",3.0,"['G69C', 'Z75Z', 'R24T']"
309.0,7.0,"['D9Q', 'U12I', 'X12I', 'F42Q', 'M83P', 'K19T', 'R9X']",7.0,"['D81O', 'H77F', 'R100V', 'E32T', 'I45Z', 'U100T', 'S43F']",3.0,"['D9Q', 'U12I', 'X12I']",4.0,"['F42Q', 'M83P', 'K19T', 'R9X']"
310.0,7.0,"['D81O', 'H77F', 'R100V', 'E32T', 'I45Z', 'U100T', 'S43F']",6.0,"['O26F', 'O24V', 'D23M', 'Q97H', 'B5N', 'E88W']",6.0,"['D81O', 'H77F', 'R100V', 'E32T', 'I45Z', 'U100T']",1.0,['S43F']
311.0,6.0,"['O26F', 'O24V', 'D23M', 'Q97H', 'B5N', 'E88W']",8.0,"['R37C', 'C9P', 'A61M', 'N96A', 'U26L', 'V59Z', 'Z95Q', 'M59M']",4.0,"['O26F', 'O24V', 'D23M', 'Q97H']",2.0,"['B5N', 'E88W']"
312.0,8.0,"['R37C', 'C9P', 'A61M', 'N96A', 'U26L', 'V59Z', 'Z95Q', 'M59M']",9.0,"['E34T', 'E23O', 'Z81Z', 'F58K', 'Q29X', 'Z82O', 'M77E', 'D58E', 'E71U']",3.0,"['R37C', 'C9P', 'A61M']",5.0,"['N96A', 'U26L', 'V59Z', 'Z95Q', 'M59M']"
313.0,9.0,"['E34T', 'E23O', 'Z81Z', 'F58K', 'Q29X', 'Z82O', 'M77E', 'D58E', 'E71U']",8.0,"['S49C', 'J14J', 'I40P', 'K19B', 'J99S', 'T81J', 'W63B', 'X88X']",6.0,"['E34T', 'E23O', 'Z81Z', 'F58K', 'Q29X', 'Z82O']",3.0,"['M77E', 'D58E', 'E71U']"
314.0,8.0,"['S49C', 'J14J', 'I40P', 'K19B', 'J99S', 'T81J', 'W63B', 'X88X']",9.0,"['Y16Q', 'W45Z', 'D3J', 'W92Y', 'Q97B', 'Y71M', 'N47Z', 'Z94E', 'N48M']",5.0,"['S49C', 'J14J', 'I40P', 'K19B', 'J99S']",3.0,"['T81J', 'W63B', 'X88X']"
315.0,9.0,"['Y16Q', 'W45Z', 'D3J', 'W92Y', 'Q97B', 'Y71M', 'N47Z', 'Z94E', 'N48M']",8.0,"['R50U', 'K42G', 'F59O', 'T58B', 'U42V', 'M16D', 'H10Q', 'Y15O']",4.0,"['Y16Q', 'W45Z', 'D3J', 'W92Y']",5.0,"['Q97B', 'Y71M', 'N47Z', 'Z94E', 'N48M']"
316.0,8.0,"['R50U', 'K42G', 'F59O', 'T58B', 'U42V', 'M16D', 'H10Q', 'Y15O']",9.0,"['Y37N', 'H89A', 'T33B', 'H9Q', 'S85I', 'J22Q', 'E53C', 'U34P', 'P5R']",3.0,"['R50U', 'K42G', 'F59O']",5.0,"['T58B', 'U42V', 'M16D', 'H10Q', 'Y15O']"
317.0,9.0,"['Y37N', 'H89A', 'T33B', 'H9Q', 'S85I', 'J22Q', 'E53C', 'U34P', 'P5R']",6.0,"['R72J', 'Q9F', 'U27E', 'S7N', 'B86M', 'Y72S']",6.0,"['Y37N', 'H89A', 'T33B', 'H9Q', 'S85I', 'J22Q']",3.0,"['E53C', 'U34P', 'P5R']"
318.0,6.0,"['R72J', 'Q9F', 'U27E', 'S7N', 'B86M', 'Y72S']",7.0,"['L49P', 'T63O', 'L27U', 'C98X', 'D50H', 'O86F', 'H91I']",3.0,"['R72J', 'Q9F', 'U27E']",3.0,"['S7N', 'B86M', 'Y72S']"
319.0,7.0,"['L49P', 'T63O', 'L27U', 'C98X', 'D50H', 'O86F', 'H91I']",8.0,"['K28E', 'B76B', 'M11K', 'H46Z', 'I85Q', 'P99W', 'Y35K', 'B69B']",4.0,"['L49P', 'T63O', 'L27U', 'C98X']",3.0,"['D50H', 'O86F', 'H91I']"
320.0,8.0,"['K28E', 'B76B', 'M11K', 'H46Z', 'I85Q', 'P99W', 'Y35K', 'B69B']",7.0,"['Y46Q', 'C74U', 'F41I', 'M91Z', 'K55B', 'N75M', 'D50O']",3.0,"['K28E', 'B76B', 'M11K']",5.0,"['H46Z', 'I85Q', 'P99W', 'Y35K', 'B69B']"
321.0,7.0,"['Y46Q', 'C74U', 'F41I', 'M91Z', 'K55B', 'N75M', 'D50O']",5.0,"['V48F', 'F7M', 'H27O', 'X91M', 'H35E']",4.0,"['Y46Q', 'C74U', 'F41I', 'M91Z']",3.0,"['K55B', 'N75M', 'D50O']"
