Semana,Longitud cola,Cola,Arribos,Autos,Atenciones,Atendidos,Despachos,Despachados
778.0,6.0,"['E64D', 'D75N', 'V94J', 'N17V', 'J41B', 'I97Y']",8.0,"['I96B', 'J46C', 'P22N', 'Q30U', 'O69J', 'U60Z', 'X5K', 'X79J']",3.0,"['E64D', 'D75N', 'V94J']",3.0,"['N17V', 'J41B', 'I97Y']"
779.0,8.0,"['I96B', 'J46C', 'P22N', 'Q30U', 'O69J', 'U60Z', 'X5K', 'X79J']",8.0,"['H88Q', 'Z71B', 'Q30W', 'A34S', 'W40I', 'B73Z', 'A60A', 'M77T']",5.0,"['I96B', 'J46C', 'P22N', 'Q30U', 'O69J']",3.0,"['U60Z', 'X5K', 'X79J']"
780.0,8.0,"['H88Q', 'Z71B', 'Q30W', 'A34S', 'W40I', 'B73Z', 'A60A', 'M77T']",9.0,"['U50O', 'X26B', 'X39O', 'Q34B', 'P76Q', 'M66W', 'M18B', 'P51T', 'T28W']",4.0,"['H88Q', 'Z71B', 'Q30W', 'A34S']",4.0,"['W40I', 'B73Z', 'A60A', 'M77T']"
781.0,9.0,"['U50O', 'X26B', 'X39O', 'Q34B', 'P76Q', 'M66W', 'M18B', 'P51T', 'T28W']",8.0,"['T28F', 'H86U', 'X66J', 'M51T', 'L83H', 'Q68N', 'A72K', 'U70W']",3.0,"['U50O', 'X26B', 'X39O']",6.0,"['Q34B', 'P76Q', 'M66W', 'M18B', 'P51T', 'T28W']"
782.0,8.0,"['T28F', 'H86U', 'X66J', 'M51T', 'L83H', 'Q68N', 'A72K', 'U70W']",8.0,"['O95N', 'V69J', 'S57B', 'A70Z', 'X27R', 'A30I', 'A87I', 'O34T']",4.0,"['T28F', 'H86U', 'X66J', 'M51T']",4.0,"['L83H', 'Q68N', 'A72K', 'U70W']"
783.0,8.0,"['O95N', 'V69J', 'S57B', 'A70Z', 'X27R', 'A30I', 'A87I', 'O34T']",6.0,"['E91R', 'Y11S', 'Q69X', 'R76V', 'Y20S', 'U57E']",4.0,"['O95N', 'V69J', 'S57B', 'A70Z']",4.0,"['X27R', 'A30I', 'A87I', 'O34T']"
784.0,6.0,"['E91R', 'Y11S', 'Q69X', 'R76V', 'Y20S', 'U57E']",7.0,"['N10Q', 'B51X', 'K90J', 'Y84N', 'W93Z', 'P98A', 'I71L']",4.0,"['E91R', 'Y11S', 'Q69X', 'R76V']",2.0,"['Y20S', 'U57E']"
785.0,7.0,"['N10Q', 'B51X', 'K90J', 'Y84N', 'W93Z', 'P98A', 'I71L']",5.0,"['H61G', 'G25G', 'C81I', 'U37Q', 'Y100A']",4.0,"['N10Q', 'B51X', 'K90J', 'Y84N']",3.0,"['W93Z', 'P98A', 'I71L']"
786.0,5.0,"['H61G', 'G25G', 'C81I', 'U37Q', 'Y100A']",6.0,"['F22A', 'O65X', 'W18W', 'T21R', 'K34K', 'G83K']",3.0,"['H61G', 'G25G', 'C81I']",2.0,"['U37Q', 'Y100A']"
787.0,6.0,"['F22A', 'O65X', 'W18W', 'T21R', 'K34K', 'G83K']",9.0,"['V79I', 'S67D', 'X17T', 'U58P', 'N93D', 'O34S', 'Y56C', 'L51W', 'G84H']",5.0,"['F22A', 'O65X', 'W18W', 'T21R', 'K34K']",1.0,['G83K']
788.0,9.0,"['V79I', 'S67D', 'X17T', 'U58P', 'N93D', 'O34S', 'Y56C', 'L51W', 'G84H']",9.0,"['L26X', 'S32I', 'G78K', 'H52H', 'Q47X', 'P33N', 'L58L', 'Z78M', 'Z76O']",6.0,"['V79I', 'S67D', 'X17T', 'U58P', 'N93D', 'O34S']",3.0,"['Y56C', 'L51W', 'G84H']"
789.0,9.0,"['L26X', 'S32I', 'G78K', 'H52H', 'Q47X', 'P33N', 'L58L', 'Z78M', 'Z76O']",6.0,"['O82T', 'Q76X', 'D3C', 'H23M', 'Q7Y', 'V65U']",5.0,"['L26X', 'S32I', 'G78K', 'H52H', 'Q47X']",4.0,"['P33N', 'L58L', 'Z78M', 'Z76O']"
790.0,6.0,"['O82T', 'Q76X', 'D3C', 'H23M', 'Q7Y', 'V65U']",7.0,"['L67N', 'B68I', 'R45G', 'R99Q', 'H80G', 'F17M', 'R8M']",5.0,"['O82T', 'Q76X', 'D3C', 'H23M', 'Q7Y']",1.0,['V65U']
791.0,7.0,"['L67N', 'B68I', 'R45G', 'R99Q', 'H80G', 'F17M', 'R8M']",8.0,"['M97Q', 'C77Q', 'V51B', 'Q78I', 'M37Y', 'X1Q', 'A20D', 'W40K']",5.0,"['L67N', 'B68I', 'R45G', 'R99Q', 'H80G']",2.0,"['F17M', 'R8M']"
792.0,8.0,"['M97Q', 'C77Q', 'V51B', 'Q78I', 'M37Y', 'X1Q', 'A20D', 'W40K']",9.0,"['N50K', 'R53L', 'S88P', 'Z63R', 'D44C', 'V6M', 'N63K', 'G46E', 'V57C']",4.0,"['M97Q', 'C77Q', 'V51B', 'Q78I']",4.0,"['M37Y', 'X1Q', 'A20D', 'W40K']"
793.0,9.0,"['N50K', 'R53L', 'S88P', 'Z63R', 'D44C', 'V6M', 'N63K', 'G46E', 'V57C']",6.0,"['S88D', 'S94N', 'W13M', 'E84O', 'N99H', 'J71Q']",5.0,"['N50K', 'R53L', 'S88P', 'Z63R', 'D44C']",4.0,"['V6M', 'N63K', 'G46E', 'V57C']"
794.0,6.0,"['S88D', 'S94N', 'W13M', 'E84O', 'N99H', 'J71Q']",5.0,"['J49X', 'A22X', 'I64I', 'K100H', 'G90C']",4.0,"['S88D', 'S94N', 'W13M', 'E84O']",2.0,"['N99H', 'J71Q']"
795.0,5.0,"['J49X', 'A22X', 'I64I', 'K100H', 'G90C']",9.0,"['A25V', 'S3A', 'M86I', 'W34C', 'Q78F', 'Q33W', 'F40S', 'R63B', 'T89K']",6.0,"['J49X', 'A22X', 'I64I', 'K100H', 'G90C', 'A25V']",0.0,[]
796.0,8.0,"['S3A', 'M86I', 'W34C', 'Q78F', 'Q33W', 'F40S', 'R63B', 'T89K']",7.0,"['I52C', 'C82D', 'O55K', 'X58T', 'I57F', 'L45S', 'H34M']",4.0,"['S3A', 'M86I', 'W34C', 'Q78F']",4.0,"['Q33W', 'F40S', 'R63B', 'T89K']"
797.0,7.0,"['I52C', 'C82D', 'O55K', 'X58T', 'I57F', 'L45S', 'H34M']",5.0,"['X99D', 'Z45W', 'S83H', 'L47E', 'H33L']",4.0,"['I52C', 'C82D', 'O55K', 'X58T']",3.0,"['I57F', 'L45S', 'H34M']"
798.0,5.0,"['X99D', 'Z45W', 'S83H', 'L47E', 'H33L']",9.0,"['U80P', 'F93X', 'X56B', 'H20P', 'R7K', 'Q63G', 'D15Y', 'P99L', 'H48B']",6.0,"['X99D', 'Z45W', 'S83H', 'L47E', 'H33L', 'U80P']",0.0,[]
799.0,8.0,"['F93X', 'X56B', 'H20P', 'R7K', 'Q63G', 'D15Y', 'P99L', 'H48B']",7.0,"['X51M', 'J47Q', 'X78A', 'R18W', 'Q10L', 'X71U', 'P2C']",4.0,"['F93X', 'X56B', 'H20P', 'R7K']",4.0,"['Q63G', 'D15Y', 'P99L', 'H48B']"
800.0,7.0,"['X51M', 'J47Q', 'X78A', 'R18W', 'Q10L', 'X71U', 'P2C']",5.0,"['H32I', 'K39C', 'B12C', 'S86W', 'M100B']",4.0,"['X51M', 'J47Q', 'X78A', 'R18W']",3.0,"['Q10L', 'X71U', 'P2C']"
801.0,5.0,"['H32I', 'K39C', 'B12C', 'S86W', 'M100B']",6.0,"['Q49R', 'K53Y', 'X41W', 'F35M', 'X16R', 'E50J']",4.0,"['H32I', 'K39C', 'B12C', 'S86W']",1.0,['M100B']
802.0,6.0,"['Q49R', 'K53Y', 'X41W', 'F35M', 'X16R', 'E50J']",6.0,"['Q75Z', 'L62Q', 'Y85R', 'T34N', 'F83D', 'E26Y']",4.0,"['Q49R', 'K53Y', 'X41W', 'F35M']",2.0,"['X16R', 'E50J']"
803.0,6.0,"['Q75Z', 'L62Q', 'Y85R', 'T34N', 'F83D', 'E26Y']",9.0,"['Q83Z', 'E62H', 'R64B', 'Y4E', 'V67L', 'K46N', 'P100U', 'R1L', 'F86C']",3.0,"['Q75Z', 'L62Q', 'Y85R']",3.0,"['T34N', 'F83D', 'E26Y']"
804.0,9.0,"['Q83Z', 'E62H', 'R64B', 'Y4E', 'V67L', 'K46N', 'P100U', 'R1L', 'F86C']",6.0,"['N29L', 'P9K', 'A69A', 'G59H', 'G74I', 'C44E']",4.0,"['Q83Z', 'E62H', 'R64B', 'Y4E']",5.0,"['V67L', 'K46N', 'P100U', 'R1L', 'F86C']"
805.0,6.0,"['N29L', 'P9K', 'A69A', 'G59H', 'G74I', 'C44E']",8.0,"['O68B', 'B41T', 'H9D', 'L4M', 'B86C', 'A10X', 'F51R', 'U100P']",3.0,"['N29L', 'P9K', 'A69A']",3.0,"['G59H', 'G74I', 'C44E']"
806.0,8.0,"['O68B', 'B41T', 'H9D', 'L4M', 'B86C', 'A10X', 'F51R', 'U100P']",8.0,"['K88A', 'G59W', 'V10I', 'G90M', 'I91A', 'K79N', 'U18U', 'D86L']",4.0,"['O68B', 'B41T', 'H9D', 'L4M']",4.0,"['B86C', 'A10X', 'F51R', 'U100P']"
807.0,8.0,"['K88A', 'G59W', 'V10I', 'G90M', 'I91A', 'K79N', 'U18U', 'D86L']",7.0,"['F9R', 'I90G', 'W89Y', 'U1K', 'E83T', 'W69Y', 'G53U']",4.0,"['K88A', 'G59W', 'V10I', 'G90M']",4.0,"['I91A', 'K79N', 'U18U', 'D86L']"
808.0,7.0,"['F9R', 'I90G', 'W89Y', 'U1K', 'E83T', 'W69Y', 'G53U']",9.0,"['Q5Z', 'O31S', 'D8A', 'F22A', 'E22M', 'G58Q', 'Z77N', 'M9T', 'Q96N']",5.0,"['F9R', 'I90G', 'W89Y', 'U1K', 'E83T']",2.0,"['W69Y', 'G53U']"
809.0,9.0,"['Q5Z', 'O31S', 'D8A', 'F22A', 'E22M', 'G58Q', 'Z77N', 'M9T', 'Q96N']",9.0,"['H42O', 'S54A', 'R57A', 'Q68H', 'L63R', 'R75W', 'S42Z', 'H34O', 'P30P']",6.0,"['Q5Z', 'O31S', 'D8A', 'F22A', 'E22M', 'G58Q']",3.0,"['Z77N', 'M9T', 'Q96N']"
810.0,9.0,"['H42O', 'S54A', 'R57A', 'Q68H', 'L63R', 'R75W', 'S42Z', 'H34O', 'P30P']",6.0,"['T56Z', 'G96I', 'H73O', 'T45L', 'T21Y', 'G10V']",5.0,"['H42O', 'S54A', 'R57A', 'Q68H', 'L63R']",4.0,"['R75W', 'S42Z', 'H34O', 'P30P']"
811.0,6.0,"['T56Z', 'G96I', 'H73O', 'T45L', 'T21Y', 'G10V']",7.0,"['X69I', 'T60J', 'W79Z', 'D80A', 'H20B', 'X86B', 'A44B']",3.0,"['T56Z', 'G96I', 'H73O']",3.0,"['T45L', 'T21Y', 'G10V']"
812.0,7.0,"['X69I', 'T60J', 'W79Z', 'D80A', 'H20B', 'X86B', 'A44B']",7.0,"['W93K', 'X75K', 'P7M', 'H6Z', 'T57W', 'X54E', 'E18F']",6.0,"['X69I', 'T60J', 'W79Z', 'D80A', 'H20B', 'X86B']",1.0,['A44B']
813.0,7.0,"['W93K', 'X75K', 'P7M', 'H6Z', 'T57W', 'X54E', 'E18F']",6.0,"['C38D', 'D82V', 'U74P', 'D97Y', 'C56F', 'C53P']",4.0,"['W93K', 'X75K', 'P7M', 'H6Z']",3.0,"['T57W', 'X54E', 'E18F']"
814.0,6.0,"['C38D', 'D82V', 'U74P', 'D97Y', 'C56F', 'C53P']",5.0,"['N78H', 'K36D', 'Y56K', 'U24K', 'I29F']",4.0,"['C38D', 'D82V', 'U74P', 'D97Y']",2.0,"['C56F', 'C53P']"
815.0,5.0,"['N78H', 'K36D', 'Y56K', 'U24K', 'I29F']",7.0,"['V90D', 'M39W', 'E64R', 'Y72C', 'T61G', 'I66P', 'T39B']",5.0,"['N78H', 'K36D', 'Y56K', 'U24K', 'I29F']",0.0,[]
816.0,7.0,"['V90D', 'M39W', 'E64R', 'Y72C', 'T61G', 'I66P', 'T39B']",7.0,"['M59S', 'F67J', 'A72Z', 'I74D', 'N45W', 'C21G', 'B73Q']",6.0,"['V90D', 'M39W', 'E64R', 'Y72C', 'T61G', 'I66P']",1.0,['T39B']
817.0,7.0,"['M59S', 'F67J', 'A72Z', 'I74D', 'N45W', 'C21G', 'B73Q']",7.0,"['U29M', 'U70H', 'V25U', 'X32R', 'Z42W', 'T6X', 'K26H']",5.0,"['M59S', 'F67J', 'A72Z', 'I74D', 'N45W']",2.0,"['C21G', 'B73Q']"
818.0,7.0,"['U29M', 'U70H', 'V25U', 'X32R', 'Z42W', 'T6X', 'K26H']",7.0,"['D91K', 'Q42P', 'B3G', 'D99I', 'V22I', 'A50C', 'W9J']",5.0,"['U29M', 'U70H', 'V25U', 'X32R', 'Z42W']",2.0,"['T6X', 'K26H']"
819.0,7.0,"['D91K', 'Q42P', 'B3G', 'D99I', 'V22I', 'A50C', 'W9J']",8.0,"['P52A', 'Z11Y', 'L25F', 'T6N', 'M1B', 'E86D', 'N86O', 'A88L']",4.0,"['D91K', 'Q42P', 'B3G', 'D99I']",3.0,"['V22I', 'A50C', 'W9J']"
820.0,8.0,"['P52A', 'Z11Y', 'L25F', 'T6N', 'M1B', 'E86D', 'N86O', 'A88L']",6.0,"['P99O', 'N98M', 'W69N', 'E54F', 'N40H', 'L47E']",5.0,"['P52A', 'Z11Y', 'L25F', 'T6N', 'M1B']",3.0,"['E86D', 'N86O', 'A88L']"
821.0,6.0,"['P99O', 'N98M', 'W69N', 'E54F', 'N40H', 'L47E']",6.0,"['C43K', 'D92H', 'E7G', 'U82N', 'B24Z', 'T78K']",6.0,"['P99O', 'N98M', 'W69N', 'E54F', 'N40H', 'L47E']",0.0,[]
822.0,6.0,"['C43K', 'D92H', 'E7G', 'U82N', 'B24Z', 'T78K']",5.0,"['I37Y', 'M67W', 'F98T', 'J34P', 'C77L']",5.0,"['C43K', 'D92H', 'E7G', 'U82N', 'B24Z']",1.0,['T78K']
823.0,5.0,"['I37Y', 'M67W', 'F98T', 'J34P', 'C77L']",8.0,"['R81C', 'T63Z', 'W100A', 'L55D', 'X93O', 'T23O', 'L81U', 'U34J']",4.0,"['I37Y', 'M67W', 'F98T', 'J34P']",1.0,['C77L']
824.0,8.0,"['R81C', 'T63Z', 'W100A', 'L55D', 'X93O', 'T23O', 'L81U', 'U34J']",9.0,"['L87O', 'P81R', 'G17H', 'X98X', 'D56Z', 'S73L', 'Q50I', 'H42Z', 'Z95O']",5.0,"['R81C', 'T63Z', 'W100A', 'L55D', 'X93O']",3.0,"['T23O', 'L81U', 'U34J']"
825.0,9.0,"['L87O', 'P81R', 'G17H', 'X98X', 'D56Z', 'S73L', 'Q50I', 'H42Z', 'Z95O']",8.0,"['S21Q', 'T18B', 'B30C', 'W100M', 'U53S', 'E40H', 'Q54W', 'E80L']",6.0,"['L87O', 'P81R', 'G17H', 'X98X', 'D56Z', 'S73L']",3.0,"['Q50I', 'H42Z', 'Z95O']"
826.0,8.0,"['S21Q', 'T18B', 'B30C', 'W100M', 'U53S', 'E40H', 'Q54W', 'E80L']",9.0,"['S84G', 'N45R', 'M92B', 'M80P', 'Q50Q', 'B44B', 'A18X', 'F14O', 'X95R']",6.0,"['S21Q', 'T18B', 'B30C', 'W100M', 'U53S', 'E40H']",2.0,"['Q54W', 'E80L']"
827.0,9.0,"['S84G', 'N45R', 'M92B', 'M80P', 'Q50Q', 'B44B', 'A18X', 'F14O', 'X95R']",6.0,"['L10I', 'A55E', 'V42E', 'H50V', 'U53G', 'I30Q']",5.0,"['S84G', 'N45R', 'M92B', 'M80P', 'Q50Q']",4.0,"['B44B', 'A18X', 'F14O', 'X95R']"
828.0,6.0,"['L10I', 'A55E', 'V42E', 'H50V', 'U53G', 'I30Q']",6.0,"['Q49G', 'G70K', 'M48L', 'H6C', 'N74P', 'W29C']",6.0,"['L10I', 'A55E', 'V42E', 'H50V', 'U53G', 'I30Q']",0.0,[]
829.0,6.0,"['Q49G', 'G70K', 'M48L', 'H6C', 'N74P', 'W29C']",8.0,"['L40P', 'B22K', 'E62A', 'T76O', 'F26F', 'G56D', 'S12Y', 'Y86E']",5.0,"['Q49G', 'G70K', 'M48L', 'H6C', 'N74P']",1.0,['W29C']
830.0,8.0,"['L40P', 'B22K', 'E62A', 'T76O', 'F26F', 'G56D', 'S12Y', 'Y86E']",7.0,"['H80W', 'G22X', 'P49V', 'H57B', 'G98Z', 'Y96T', 'N66T']",3.0,"['L40P', 'B22K', 'E62A']",5.0,"['T76O', 'F26F', 'G56D', 'S12Y', 'Y86E']"
831.0,7.0,"['H80W', 'G22X', 'P49V', 'H57B', 'G98Z', 'Y96T', 'N66T']",5.0,"['C38T', 'A91F', 'W34K', 'G54C', 'D76R']",4.0,"['H80W', 'G22X', 'P49V', 'H57B']",3.0,"['G98Z', 'Y96T', 'N66T']"
832.0,5.0,"['C38T', 'A91F', 'W34K', 'G54C', 'D76R']",8.0,"['J25G', 'T97I', 'I48C', 'Q6M', 'U91G', 'I89A', 'S40D', 'E75T']",5.0,"['C38T', 'A91F', 'W34K', 'G54C', 'D76R']",0.0,[]
833.0,8.0,"['J25G', 'T97I', 'I48C', 'Q6M', 'U91G', 'I89A', 'S40D', 'E75T']",5.0,"['T44F', 'U21O', 'S97U', 'T85H', 'P54C']",4.0,"['J25G', 'T97I', 'I48C', 'Q6M']",4.0,"['U91G', 'I89A', 'S40D', 'E75T']"
834.0,5.0,"['T44F', 'U21O', 'S97U', 'T85H', 'P54C']",6.0,"['G92A', 'P44J', 'D33L', 'F41X', 'E66W', 'Q99J']",4.0,"['T44F', 'U21O', 'S97U', 'T85H']",1.0,['P54C']
835.0,6.0,"['G92A', 'P44J', 'D33L', 'F41X', 'E66W', 'Q99J']",7.0,"['P56I', 'Z28Z', 'C12L', 'A92G', 'K49B', 'O98H', 'V3U']",3.0,"['G92A', 'P44J', 'D33L']",3.0,"['F41X', 'E66W', 'Q99J']"
836.0,7.0,"['P56I', 'Z28Z', 'C12L', 'A92G', 'K49B', 'O98H', 'V3U']",7.0,"['A24Q', 'O2H', 'J28E', 'P67T', 'C45K', 'J63P', 'X68A']",4.0,"['P56I', 'Z28Z', 'C12L', 'A92G']",3.0,"['K49B', 'O98H', 'V3U']"
837.0,7.0,"['A24Q', 'O2H', 'J28E', 'P67T', 'C45K', 'J63P', 'X68A']",6.0,"['T20N', 'N46I', 'D35P', 'Z31W', 'S95T', 'C7U']",6.0,"['A24Q', 'O2H', 'J28E', 'P67T', 'C45K', 'J63P']",1.0,['X68A']
838.0,6.0,"['T20N', 'N46I', 'D35P', 'Z31W', 'S95T', 'C7U']",7.0,"['C92Q', 'G44W', 'A22R', 'M62Y', 'W27E', 'W97M', 'G44T']",6.0,"['T20N', 'N46I', 'D35P', 'Z31W', 'S95T', 'C7U']",0.0,[]
839.0,7.0,"['C92Q', 'G44W', 'A22R', 'M62Y', 'W27E', 'W97M', 'G44T']",9.0,"['E9C', 'P55O', 'A91R', 'Y58S', 'T92I', 'M12O', 'R63Y', 'K40E', 'K40D']",4.0,"['C92Q', 'G44W', 'A22R', 'M62Y']",3.0,"['W27E', 'W97M', 'G44T']"
840.0,9.0,"['E9C', 'P55O', 'A91R', 'Y58S', 'T92I', 'M12O', 'R63Y', 'K40E', 'K40D']",7.0,"['J99Q', 'J69Z', 'Z4V', 'A24H', 'F99E', 'J27G', 'P80O']",6.0,"['E9C', 'P55O', 'A91R', 'Y58S', 'T92I', 'M12O']",3.0,"['R63Y', 'K40E', 'K40D']"
841.0,7.0,"['J99Q', 'J69Z', 'Z4V', 'A24H', 'F99E', 'J27G', 'P80O']",7.0,"['X99Z', 'T4X', 'S28R', 'H36K', 'V71M', 'K98J', 'P66C']",6.0,"['J99Q', 'J69Z', 'Z4V', 'A24H', 'F99E', 'J27G']",1.0,['P80O']
842.0,7.0,"['X99Z', 'T4X', 'S28R', 'H36K', 'V71M', 'K98J', 'P66C']",6.0,"['N31R', 'K39G', 'F34C', 'F49X', 'I93X', 'G59L']",6.0,"['X99Z', 'T4X', 'S28R', 'H36K', 'V71M', 'K98J']",1.0,['P66C']
843.0,6.0,"['N31R', 'K39G', 'F34C', 'F49X', 'I93X', 'G59L']",8.0,"['F70Z', 'K29A', 'G76J', 'F11Z', 'C72O', 'B28L', 'M65T', 'O37Z']",3.0,"['N31R', 'K39G', 'F34C']",3.0,"['F49X', 'I93X', 'G59L']"
844.0,8.0,"['F70Z', 'K29A', 'G76J', 'F11Z', 'C72O', 'B28L', 'M65T', 'O37Z']",9.0,"['K34R', 'V23E', 'H45X', 'N86E', 'A79S', 'Q54E', 'K46C', 'K32S', 'M76Y']",4.0,"['F70Z', 'K29A', 'G76J', 'F11Z']",4.0,"['C72O', 'B28L', 'M65T', 'O37Z']"
845.0,9.0,"['K34R', 'V23E', 'H45X', 'N86E', 'A79S', 'Q54E', 'K46C', 'K32S', 'M76Y']",7.0,"['D35C', 'Z47Y', 'N19E', 'D96Z', 'N4Z', 'M31Z', 'J35O']",3.0,"['K34R', 'V23E', 'H45X']",6.0,"['N86E', 'A79S', 'Q54E', 'K46C', 'K32S', 'M76Y']"
846.0,7.0,"['D35C', 'Z47Y', 'N19E', 'D96Z', 'N4Z', 'M31Z', 'J35O']",7.0,"['D95L', 'X23U', 'W87U', 'S38K', 'C50Z', 'Y4Y', 'C82Z']",3.0,"['D35C', 'Z47Y', 'N19E']",4.0,"['D96Z', 'N4Z', 'M31Z', 'J35O']"
847.0,7.0,"['D95L', 'X23U', 'W87U', 'S38K', 'C50Z', 'Y4Y', 'C82Z']",9.0,"['V62O', 'B64C', 'P74N', 'E62A', 'E63L', 'H34J', 'I1J', 'H14W', 'O27C']",5.0,"['D95L', 'X23U', 'W87U', 'S38K', 'C50Z']",2.0,"['Y4Y', 'C82Z']"
848.0,9.0,"['V62O', 'B64C', 'P74N', 'E62A', 'E63L', 'H34J', 'I1J', 'H14W', 'O27C']",8.0,"['J56X', 'C39K', 'R79G', 'R96D', 'Q44Y', 'R6E', 'N63H', 'J21E']",3.0,"['V62O', 'B64C', 'P74N']",6.0,"['E62A', 'E63L', 'H34J', 'I1J', 'H14W', 'O27C']"
849.0,8.0,"['J56X', 'C39K', 'R79G', 'R96D', 'Q44Y', 'R6E', 'N63H', 'J21E']",5.0,"['C77S', 'P21H', 'O97X', 'V23U', 'M14Z']",5.0,"['J56X', 'C39K', 'R79G', 'R96D', 'Q44Y']",3.0,"['R6E', 'N63H', 'J21E']"
850.0,5.0,"['C77S', 'P21H', 'O97X', 'V23U', 'M14Z']",7.0,"['D92V', 'P70R', 'U82F', 'X13F', 'L3M', 'O28N', 'Z48M']",3.0,"['C77S', 'P21H', 'O97X']",2.0,"['V23U', 'M14Z']"
851.0,7.0,"['D92V', 'P70R', 'U82F', 'X13F', 'L3M', 'O28N', 'Z48M']",8.0,"['C81C', 'V68B', 'V49H', 'R16V', 'S23S', 'L41G', 'L56H', 'H45X']",4.0,"['D92V', 'P70R', 'U82F', 'X13F']",3.0,"['L3M', 'O28N', 'Z48M']"
852.0,8.0,"['C81C', 'V68B', 'V49H', 'R16V', 'S23S', 'L41G', 'L56H', 'H45X']",6.0,"['I29M', 'J10E', 'M96E', 'I92K', 'V88S', 'P19X']",3.0,"['C81C', 'V68B', 'V49H']",5.0,"['R16V', 'S23S', 'L41G', 'L56H', 'H45X']"
853.0,6.0,"['I29M', 'J10E', 'M96E', 'I92K', 'V88S', 'P19X']",7.0,"['W55T', 'D63C', 'H77O', 'S70H', 'Y95H', 'Z47H', 'W81I']",3.0,"['I29M', 'J10E', 'M96E']",3.0,"['I92K', 'V88S', 'P19X']"
854.0,7.0,"['W55T', 'D63C', 'H77O', 'S70H', 'Y95H', 'Z47H', 'W81I']",8.0,"['S95E', 'A93E', 'S86R', 'Z26I', 'Y40L', 'C51Z', 'M70Y', 'A33K']",5.0,"['W55T', 'D63C', 'H77O', 'S70H', 'Y95H']",2.0,"['Z47H', 'W81I']"
855.0,8.0,"['S95E', 'A93E', 'S86R', 'Z26I', 'Y40L', 'C51Z', 'M70Y', 'A33K']",7.0,"['B2D', 'N24C', 'N41S', 'J65L', 'M8F', 'Y21C', 'R72S']",3.0,"['S95E', 'A93E', 'S86R']",5.0,"['Z26I', 'Y40L', 'C51Z', 'M70Y', 'A33K']"
856.0,7.0,"['B2D', 'N24C', 'N41S', 'J65L', 'M8F', 'Y21C', 'R72S']",5.0,"['C45D', 'H64F', 'V84M', 'H45T', 'H50K']",4.0,"['B2D', 'N24C', 'N41S', 'J65L']",3.0,"['M8F', 'Y21C', 'R72S']"
857.0,5.0,"['C45D', 'H64F', 'V84M', 'H45T', 'H50K']",7.0,"['Y71B', 'J40E', 'L64W', 'O81K', 'B23S', 'Z15H', 'I38P']",6.0,"['C45D', 'H64F', 'V84M', 'H45T', 'H50K', 'Y71B']",0.0,[]
858.0,6.0,"['J40E', 'L64W', 'O81K', 'B23S', 'Z15H', 'I38P']",9.0,"['L34P', 'I53Z', 'P12P', 'T63R', 'E95F', 'O11G', 'Q16M', 'F13V', 'Q58B']",4.0,"['J40E', 'L64W', 'O81K', 'B23S']",2.0,"['Z15H', 'I38P']"
859.0,9.0,"['L34P', 'I53Z', 'P12P', 'T63R', 'E95F', 'O11G', 'Q16M', 'F13V', 'Q58B']",5.0,"['A59R', 'E59N', 'R90A', 'V91Y', 'M27T']",3.0,"['L34P', 'I53Z', 'P12P']",6.0,"['T63R', 'E95F', 'O11G', 'Q16M', 'F13V', 'Q58B']"
860.0,5.0,"['A59R', 'E59N', 'R90A', 'V91Y', 'M27T']",6.0,"['M81P', 'K71X', 'P41S', 'P18B', 'F94F', 'Z9U']",6.0,"['A59R', 'E59N', 'R90A', 'V91Y', 'M27T', 'M81P']",0.0,[]
861.0,5.0,"['K71X', 'P41S', 'P18B', 'F94F', 'Z9U']",7.0,"['X3U', 'X61L', 'L15U', 'Y40Y', 'O89N', 'W19K', 'R23F']",5.0,"['K71X', 'P41S', 'P18B', 'F94F', 'Z9U']",0.0,[]
862.0,7.0,"['X3U', 'X61L', 'L15U', 'Y40Y', 'O89N', 'W19K', 'R23F']",8.0,"['Q26X', 'L73N', 'W69A', 'R63X', 'L25Z', 'Z50J', 'D75A', 'G19U']",5.0,"['X3U', 'X61L', 'L15U', 'Y40Y', 'O89N']",2.0,"['W19K', 'R23F']"
863.0,8.0,"['Q26X', 'L73N', 'W69A', 'R63X', 'L25Z', 'Z50J', 'D75A', 'G19U']",7.0,"['C4U', 'R34K', 'D52D', 'J29O', 'K45B', 'C35Q', 'F93P']",6.0,"['Q26X', 'L73N', 'W69A', 'R63X', 'L25Z', 'Z50J']",2.0,"['D75A', 'G19U']"
864.0,7.0,"['C4U', 'R34K', 'D52D', 'J29O', 'K45B', 'C35Q', 'F93P']",5.0,"['M52Y', 'O40X', 'A84K', 'Q99J', 'C24D']",5.0,"['C4U', 'R34K', 'D52D', 'J29O', 'K45B']",2.0,"['C35Q', 'F93P']"
865.0,5.0,"['M52Y', 'O40X', 'A84K', 'Q99J', 'C24D']",6.0,"['L64T', 'L47I', 'W49A', 'V62E', 'C77S', 'G23A']",6.0,"['M52Y', 'O40X', 'A84K', 'Q99J', 'C24D', 'L64T']",0.0,[]
866.0,5.0,"['L47I', 'W49A', 'V62E', 'C77S', 'G23A']",8.0,"['Z24J', 'C79A', 'W40S', 'B82A', 'S48G', 'E86M', 'O82P', 'M74R']",3.0,"['L47I', 'W49A', 'V62E']",2.0,"['C77S', 'G23A']"
