Semana,Longitud cola,Cola,Arribos,Autos,Atenciones,Atendidos,Despachos,Despachados
666.0,7.0,"['W95E', 'U57V', 'U68R', 'G7O', 'V90X', 'W51L', 'G4G']",7.0,"['K27D', 'O6O', 'S11R', 'S8P', 'N14K', 'N20E', 'W22Q']",3.0,"['W95E', 'U57V', 'U68R']",4.0,"['G7O', 'V90X', 'W51L', 'G4G']"
667.0,7.0,"['K27D', 'O6O', 'S11R', 'S8P', 'N14K', 'N20E', 'W22Q']",6.0,"['T12S', 'L44A', 'U32V', 'G62V', 'P60O', 'D53J']",5.0,"['K27D', 'O6O', 'S11R', 'S8P', 'N14K']",2.0,"['N20E', 'W22Q']"
668.0,6.0,"['T12S', 'L44A', 'U32V', 'G62V', 'P60O', 'D53J']",7.0,"['Y84R', 'M34E', 'A93Y', 'B16N', 'B15D', 'B82B', 'V80X']",3.0,"['T12S', 'L44A', 'U32V']",3.0,"['G62V', 'P60O', 'D53J']"
669.0,7.0,"['Y84R', 'M34E', 'A93Y', 'B16N', 'B15D', 'B82B', 'V80X']",7.0,"['D45B', 'O58X', 'F43F', 'H72K', 'Q27Z', 'W23Z', 'L9H']",6.0,"['Y84R', 'M34E', 'A93Y', 'B16N', 'B15D', 'B82B']",1.0,['V80X']
670.0,7.0,"['D45B', 'O58X', 'F43F', 'H72K', 'Q27Z', 'W23Z', 'L9H']",5.0,"['H8U', 'D27A', 'G87X', 'E42D', 'C2P']",3.0,"['D45B', 'O58X', 'F43F']",4.0,"['H72K', 'Q27Z', 'W23Z', 'L9H']"
671.0,5.0,"['H8U', 'D27A', 'G87X', 'E42D', 'C2P']",7.0,"['L29H', 'T54D', 'T84L', 'B52O', 'S70M', 'P34E', 'J77Q']",6.0,"['H8U', 'D27A', 'G87X', 'E42D', 'C2P', 'L29H']",0.0,[]
672.0,6.0,"['T54D', 'T84L', 'B52O', 'S70M', 'P34E', 'J77Q']",6.0,"['J55J', 'Q64W', 'P71E', 'I92T', 'Z70I', 'J49I']",6.0,"['T54D', 'T84L', 'B52O', 'S70M', 'P34E', 'J77Q']",0.0,[]
673.0,6.0,"['J55J', 'Q64W', 'P71E', 'I92T', 'Z70I', 'J49I']",6.0,"['A85D', 'I93H', 'T26L', 'K9I', 'I72Q', 'S99B']",6.0,"['J55J', 'Q64W', 'P71E', 'I92T', 'Z70I', 'J49I']",0.0,[]
674.0,6.0,"['A85D', 'I93H', 'T26L', 'K9I', 'I72Q', 'S99B']",9.0,"['C86C', 'K37S', 'Y86H', 'U97F', 'B15C', 'F95U', 'L43Q', 'Q75Z', 'V50X']",4.0,"['A85D', 'I93H', 'T26L', 'K9I']",2.0,"['I72Q', 'S99B']"
675.0,9.0,"['C86C', 'K37S', 'Y86H', 'U97F', 'B15C', 'F95U', 'L43Q', 'Q75Z', 'V50X']",9.0,"['L12K', 'Z31J', 'U48P', 'S87X', 'K86M', 'H35F', 'D73B', 'X60O', 'E92I']",6.0,"['C86C', 'K37S', 'Y86H', 'U97F', 'B15C', 'F95U']",3.0,"['L43Q', 'Q75Z', 'V50X']"
676.0,9.0,"['L12K', 'Z31J', 'U48P', 'S87X', 'K86M', 'H35F', 'D73B', 'X60O', 'E92I']",5.0,"['G3U', 'N93X', 'Q20A', 'Z47A', 'B5O']",6.0,"['L12K', 'Z31J', 'U48P', 'S87X', 'K86M', 'H35F']",3.0,"['D73B', 'X60O', 'E92I']"
677.0,5.0,"['G3U', 'N93X', 'Q20A', 'Z47A', 'B5O']",8.0,"['V36D', 'W89R', 'S69N', 'U81J', 'F71I', 'U20X', 'Z46A', 'G58D']",6.0,"['G3U', 'N93X', 'Q20A', 'Z47A', 'B5O', 'V36D']",0.0,[]
678.0,7.0,"['W89R', 'S69N', 'U81J', 'F71I', 'U20X', 'Z46A', 'G58D']",7.0,"['J43I', 'H12K', 'P13J', 'A57W', 'T29R', 'A59P', 'W50L']",4.0,"['W89R', 'S69N', 'U81J', 'F71I']",3.0,"['U20X', 'Z46A', 'G58D']"
679.0,7.0,"['J43I', 'H12K', 'P13J', 'A57W', 'T29R', 'A59P', 'W50L']",8.0,"['N83K', 'T50Z', 'K42C', 'D62V', 'A9G', 'G41K', 'A66G', 'P32U']",5.0,"['J43I', 'H12K', 'P13J', 'A57W', 'T29R']",2.0,"['A59P', 'W50L']"
680.0,8.0,"['N83K', 'T50Z', 'K42C', 'D62V', 'A9G', 'G41K', 'A66G', 'P32U']",6.0,"['O61W', 'K3S', 'F65H', 'X98O', 'G59I', 'Q77D']",5.0,"['N83K', 'T50Z', 'K42C', 'D62V', 'A9G']",3.0,"['G41K', 'A66G', 'P32U']"
681.0,6.0,"['O61W', 'K3S', 'F65H', 'X98O', 'G59I', 'Q77D']",5.0,"['O16V', 'W64Z', 'X99I', 'R26B', 'L59W']",4.0,"['O61W', 'K3S', 'F65H', 'X98O']",2.0,"['G59I', 'Q77D']"
682.0,5.0,"['O16V', 'W64Z', 'X99I', 'R26B', 'L59W']",6.0,"['C9D', 'J27O', 'L67C', 'Y70T', 'Z67D', 'N89M']",6.0,"['O16V', 'W64Z', 'X99I', 'R26B', 'L59W', 'C9D']",0.0,[]
683.0,5.0,"['J27O', 'L67C', 'Y70T', 'Z67D', 'N89M']",9.0,"['H26D', 'T71D', 'M41C', 'O68R', 'L95R', 'W74U', 'Y82N', 'E79E', 'W87K']",3.0,"['J27O', 'L67C', 'Y70T']",2.0,"['Z67D', 'N89M']"
684.0,9.0,"['H26D', 'T71D', 'M41C', 'O68R', 'L95R', 'W74U', 'Y82N', 'E79E', 'W87K']",8.0,"['W63T', 'J45L', 'U85H', 'E52Y', 'I55V', 'N62S', 'F98M', 'I88C']",6.0,"['H26D', 'T71D', 'M41C', 'O68R', 'L95R', 'W74U']",3.0,"['Y82N', 'E79E', 'W87K']"
685.0,8.0,"['W63T', 'J45L', 'U85H', 'E52Y', 'I55V', 'N62S', 'F98M', 'I88C']",6.0,"['P70Y', 'E45M', 'W7E', 'B50P', 'N28I', 'E66V']",6.0,"['W63T', 'J45L', 'U85H', 'E52Y', 'I55V', 'N62S']",2.0,"['F98M', 'I88C']"
686.0,6.0,"['P70Y', 'E45M', 'W7E', 'B50P', 'N28I', 'E66V']",8.0,"['V91F', 'H45X', 'E15H', 'H52E', 'H22Q', 'Z10K', 'F7W', 'V49N']",6.0,"['P70Y', 'E45M', 'W7E', 'B50P', 'N28I', 'E66V']",0.0,[]
687.0,8.0,"['V91F', 'H45X', 'E15H', 'H52E', 'H22Q', 'Z10K', 'F7W', 'V49N']",9.0,"['Z80M', 'L76W', 'Z9J', 'H31X', 'L28I', 'J82U', 'V1G', 'Q24S', 'D92O']",6.0,"['V91F', 'H45X', 'E15H', 'H52E', 'H22Q', 'Z10K']",2.0,"['F7W', 'V49N']"
688.0,9.0,"['Z80M', 'L76W', 'Z9J', 'H31X', 'L28I', 'J82U', 'V1G', 'Q24S', 'D92O']",6.0,"['T20J', 'N51Q', 'M62Q', 'S26A', 'F25M', 'L70W']",4.0,"['Z80M', 'L76W', 'Z9J', 'H31X']",5.0,"['L28I', 'J82U', 'V1G', 'Q24S', 'D92O']"
689.0,6.0,"['T20J', 'N51Q', 'M62Q', 'S26A', 'F25M', 'L70W']",7.0,"['C91I', 'I36T', 'Z87B', 'T10R', 'O82Y', 'G33T', 'L8F']",5.0,"['T20J', 'N51Q', 'M62Q', 'S26A', 'F25M']",1.0,['L70W']
690.0,7.0,"['C91I', 'I36T', 'Z87B', 'T10R', 'O82Y', 'G33T', 'L8F']",9.0,"['E87J', 'A22G', 'J74B', 'I70C', 'Y28R', 'F71T', 'Z83Y', 'N61J', 'R74Y']",6.0,"['C91I', 'I36T', 'Z87B', 'T10R', 'O82Y', 'G33T']",1.0,['L8F']
691.0,9.0,"['E87J', 'A22G', 'J74B', 'I70C', 'Y28R', 'F71T', 'Z83Y', 'N61J', 'R74Y']",6.0,"['S49H', 'Z77S', 'H38R', 'S90A', 'F75M', 'N43T']",3.0,"['E87J', 'A22G', 'J74B']",6.0,"['I70C', 'Y28R', 'F71T', 'Z83Y', 'N61J', 'R74Y']"
692.0,6.0,"['S49H', 'Z77S', 'H38R', 'S90A', 'F75M', 'N43T']",9.0,"['N51J', 'L11H', 'X46V', 'T92P', 'Z24L', 'Z61F', 'B42R', 'M23Y', 'Y47Z']",6.0,"['S49H', 'Z77S', 'H38R', 'S90A', 'F75M', 'N43T']",0.0,[]
693.0,9.0,"['N51J', 'L11H', 'X46V', 'T92P', 'Z24L', 'Z61F', 'B42R', 'M23Y', 'Y47Z']",9.0,"['X84N', 'T32C', 'Q70Z', 'D12I', 'Q82E', 'A60A', 'S68G', 'N84P', 'Z59Y']",5.0,"['N51J', 'L11H', 'X46V', 'T92P', 'Z24L']",4.0,"['Z61F', 'B42R', 'M23Y', 'Y47Z']"
694.0,9.0,"['X84N', 'T32C', 'Q70Z', 'D12I', 'Q82E', 'A60A', 'S68G', 'N84P', 'Z59Y']",9.0,"['H47N', 'S67E', 'G33V', 'N46K', 'N58B', 'N95W', 'A84B', 'D61U', 'H100O']",6.0,"['X84N', 'T32C', 'Q70Z', 'D12I', 'Q82E', 'A60A']",3.0,"['S68G', 'N84P', 'Z59Y']"
695.0,9.0,"['H47N', 'S67E', 'G33V', 'N46K', 'N58B', 'N95W', 'A84B', 'D61U', 'H100O']",7.0,"['L92H', 'T46R', 'S13I', 'W70C', 'U73P', 'N76F', 'G32M']",3.0,"['H47N', 'S67E', 'G33V']",6.0,"['N46K', 'N58B', 'N95W', 'A84B', 'D61U', 'H100O']"
696.0,7.0,"['L92H', 'T46R', 'S13I', 'W70C', 'U73P', 'N76F', 'G32M']",7.0,"['Z75Q', 'T22E', 'Z9S', 'Q19K', 'L68U', 'M71X', 'V31O']",6.0,"['L92H', 'T46R', 'S13I', 'W70C', 'U73P', 'N76F']",1.0,['G32M']
697.0,7.0,"['Z75Q', 'T22E', 'Z9S', 'Q19K', 'L68U', 'M71X', 'V31O']",8.0,"['P29Y', 'G32F', 'F99T', 'B76N', 'L79M', 'Q21H', 'T74N', 'R99C']",3.0,"['Z75Q', 'T22E', 'Z9S']",4.0,"['Q19K', 'L68U', 'M71X', 'V31O']"
698.0,8.0,"['P29Y', 'G32F', 'F99T', 'B76N', 'L79M', 'Q21H', 'T74N', 'R99C']",6.0,"['M39Y', 'F47N', 'X3B', 'S52S', 'O58V', 'Y92V']",4.0,"['P29Y', 'G32F', 'F99T', 'B76N']",4.0,"['L79M', 'Q21H', 'T74N', 'R99C']"
699.0,6.0,"['M39Y', 'F47N', 'X3B', 'S52S', 'O58V', 'Y92V']",8.0,"['A89C', 'E60S', 'U97H', 'F88R', 'H94F', 'W46O', 'N24G', 'J12Y']",5.0,"['M39Y', 'F47N', 'X3B', 'S52S', 'O58V']",1.0,['Y92V']
700.0,8.0,"['A89C', 'E60S', 'U97H', 'F88R', 'H94F', 'W46O', 'N24G', 'J12Y']",6.0,"['N62H', 'Y45V', 'Y99P', 'W4Y', 'M81K', 'I32G']",5.0,"['A89C', 'E60S', 'U97H', 'F88R', 'H94F']",3.0,"['W46O', 'N24G', 'J12Y']"
701.0,6.0,"['N62H', 'Y45V', 'Y99P', 'W4Y', 'M81K', 'I32G']",7.0,"['J55A', 'P57E', 'S29B', 'C86E', 'F38S', 'U11T', 'G74R']",3.0,"['N62H', 'Y45V', 'Y99P']",3.0,"['W4Y', 'M81K', 'I32G']"
702.0,7.0,"['J55A', 'P57E', 'S29B', 'C86E', 'F38S', 'U11T', 'G74R']",5.0,"['D84X', 'Q64C', 'Q27D', 'A48J', 'V3L']",5.0,"['J55A', 'P57E', 'S29B', 'C86E', 'F38S']",2.0,"['U11T', 'G74R']"
703.0,5.0,"['D84X', 'Q64C', 'Q27D', 'A48J', 'V3L']",7.0,"['A88N', 'B19Z', 'T39X', 'X45D', 'I64B', 'J62V', 'C64T']",5.0,"['D84X', 'Q64C', 'Q27D', 'A48J', 'V3L']",0.0,[]
704.0,7.0,"['A88N', 'B19Z', 'T39X', 'X45D', 'I64B', 'J62V', 'C64T']",6.0,"['I73P', 'O48D', 'N14Z', 'P76T', 'I72K', 'S53F']",5.0,"['A88N', 'B19Z', 'T39X', 'X45D', 'I64B']",2.0,"['J62V', 'C64T']"
705.0,6.0,"['I73P', 'O48D', 'N14Z', 'P76T', 'I72K', 'S53F']",7.0,"['J69I', 'W21T', 'W58L', 'L2Z', 'X29X', 'C73D', 'H55I']",6.0,"['I73P', 'O48D', 'N14Z', 'P76T', 'I72K', 'S53F']",0.0,[]
706.0,7.0,"['J69I', 'W21T', 'W58L', 'L2Z', 'X29X', 'C73D', 'H55I']",9.0,"['N39R', 'G20A', 'W47U', 'W12T', 'S40W', 'R68X', 'E16C', 'E89M', 'V94F']",4.0,"['J69I', 'W21T', 'W58L', 'L2Z']",3.0,"['X29X', 'C73D', 'H55I']"
707.0,9.0,"['N39R', 'G20A', 'W47U', 'W12T', 'S40W', 'R68X', 'E16C', 'E89M', 'V94F']",9.0,"['J86L', 'U4Z', 'U1U', 'K35J', 'Q85P', 'I31Y', 'E76P', 'K93A', 'Y100J']",3.0,"['N39R', 'G20A', 'W47U']",6.0,"['W12T', 'S40W', 'R68X', 'E16C', 'E89M', 'V94F']"
708.0,9.0,"['J86L', 'U4Z', 'U1U', 'K35J', 'Q85P', 'I31Y', 'E76P', 'K93A', 'Y100J']",7.0,"['W60V', 'D47W', 'L91V', 'T63D', 'V12A', 'E17Z', 'H64P']",4.0,"['J86L', 'U4Z', 'U1U', 'K35J']",5.0,"['Q85P', 'I31Y', 'E76P', 'K93A', 'Y100J']"
709.0,7.0,"['W60V', 'D47W', 'L91V', 'T63D', 'V12A', 'E17Z', 'H64P']",7.0,"['J22L', 'A34U', 'S98Q', 'W40P', 'X98M', 'I52M', 'A81U']",6.0,"['W60V', 'D47W', 'L91V', 'T63D', 'V12A', 'E17Z']",1.0,['H64P']
710.0,7.0,"['J22L', 'A34U', 'S98Q', 'W40P', 'X98M', 'I52M', 'A81U']",5.0,"['R72C', 'D82A', 'Q56Q', 'O11V', 'R37U']",4.0,"['J22L', 'A34U', 'S98Q', 'W40P']",3.0,"['X98M', 'I52M', 'A81U']"
711.0,5.0,"['R72C', 'D82A', 'Q56Q', 'O11V', 'R37U']",6.0,"['B22Q', 'W80M', 'K67R', 'I31V', 'Z51T', 'U50I']",4.0,"['R72C', 'D82A', 'Q56Q', 'O11V']",1.0,['R37U']
712.0,6.0,"['B22Q', 'W80M', 'K67R', 'I31V', 'Z51T', 'U50I']",9.0,"['O2C', 'T87V', 'G95Z', 'L66P', 'D85F', 'K17U', 'R44S', 'V72Z', 'R1J']",4.0,"['B22Q', 'W80M', 'K67R', 'I31V']",2.0,"['Z51T', 'U50I']"
713.0,9.0,"['O2C', 'T87V', 'G95Z', 'L66P', 'D85F', 'K17U', 'R44S', 'V72Z', 'R1J']",7.0,"['E13X', 'Y67R', 'R31L', 'G83T', 'B36J', 'G89E', 'M38C']",3.0,"['O2C', 'T87V', 'G95Z']",6.0,"['L66P', 'D85F', 'K17U', 'R44S', 'V72Z', 'R1J']"
714.0,7.0,"['E13X', 'Y67R', 'R31L', 'G83T', 'B36J', 'G89E', 'M38C']",6.0,"['M34U', 'R41D', 'V90I', 'S30X', 'B2O', 'N29C']",6.0,"['E13X', 'Y67R', 'R31L', 'G83T', 'B36J', 'G89E']",1.0,['M38C']
715.0,6.0,"['M34U', 'R41D', 'V90I', 'S30X', 'B2O', 'N29C']",7.0,"['B10P', 'J81B', 'L82M', 'L100V', 'K23Q', 'W64B', 'F14K']",5.0,"['M34U', 'R41D', 'V90I', 'S30X', 'B2O']",1.0,['N29C']
716.0,7.0,"['B10P', 'J81B', 'L82M', 'L100V', 'K23Q', 'W64B', 'F14K']",9.0,"['P85B', 'Z90Z', 'N95Q', 'V45W', 'I55V', 'I62E', 'G95P', 'X20B', 'P24Q']",6.0,"['B10P', 'J81B', 'L82M', 'L100V', 'K23Q', 'W64B']",1.0,['F14K']
717.0,9.0,"['P85B', 'Z90Z', 'N95Q', 'V45W', 'I55V', 'I62E', 'G95P', 'X20B', 'P24Q']",8.0,"['O84S', 'I33L', 'R25R', 'F69J', 'B92J', 'B19O', 'R14K', 'X52W']",4.0,"['P85B', 'Z90Z', 'N95Q', 'V45W']",5.0,"['I55V', 'I62E', 'G95P', 'X20B', 'P24Q']"
718.0,8.0,"['O84S', 'I33L', 'R25R', 'F69J', 'B92J', 'B19O', 'R14K', 'X52W']",8.0,"['Y13X', 'Z21S', 'V33R', 'Z99K', 'P15D', 'I43N', 'H4W', 'H97S']",3.0,"['O84S', 'I33L', 'R25R']",5.0,"['F69J', 'B92J', 'B19O', 'R14K', 'X52W']"
719.0,8.0,"['Y13X', 'Z21S', 'V33R', 'Z99K', 'P15D', 'I43N', 'H4W', 'H97S']",7.0,"['R88K', 'F21C', 'R87Q', 'V53H', 'J100A', 'Z48B', 'X46W']",6.0,"['Y13X', 'Z21S', 'V33R', 'Z99K', 'P15D', 'I43N']",2.0,"['H4W', 'H97S']"
720.0,7.0,"['R88K', 'F21C', 'R87Q', 'V53H', 'J100A', 'Z48B', 'X46W']",9.0,"['C26F', 'F3M', 'J29I', 'Z12C', 'K55H', 'G98Q', 'C20A', 'C91F', 'V55Y']",6.0,"['R88K', 'F21C', 'R87Q', 'V53H', 'J100A', 'Z48B']",1.0,['X46W']
721.0,9.0,"['C26F', 'F3M', 'J29I', 'Z12C', 'K55H', 'G98Q', 'C20A', 'C91F', 'V55Y']",9.0,"['C70O', 'O25B', 'K22V', 'P33C', 'D7G', 'M83H', 'Q60P', 'S86J', 'D97Z']",6.0,"['C26F', 'F3M', 'J29I', 'Z12C', 'K55H', 'G98Q']",3.0,"['C20A', 'C91F', 'V55Y']"
722.0,9.0,"['C70O', 'O25B', 'K22V', 'P33C', 'D7G', 'M83H', 'Q60P', 'S86J', 'D97Z']",8.0,"['Z88Y', 'Z27M', 'Q5X', 'K50B', 'T53L', 'A40R', 'S82S', 'E43A']",3.0,"['C70O', 'O25B', 'K22V']",6.0,"['P33C', 'D7G', 'M83H', 'Q60P', 'S86J', 'D97Z']"
723.0,8.0,"['Z88Y', 'Z27M', 'Q5X', 'K50B', 'T53L', 'A40R', 'S82S', 'E43A']",7.0,"['Y2S', 'M79X', 'B51Y', 'Y1M', 'W65N', 'O2W', 'P82K']",4.0,"['Z88Y', 'Z27M', 'Q5X', 'K50B']",4.0,"['T53L', 'A40R', 'S82S', 'E43A']"
724.0,7.0,"['Y2S', 'M79X', 'B51Y', 'Y1M', 'W65N', 'O2W', 'P82K']",5.0,"['I35R', 'D88U', 'L55X', 'G47X', 'W90S']",6.0,"['Y2S', 'M79X', 'B51Y', 'Y1M', 'W65N', 'O2W']",1.0,['P82K']
725.0,5.0,"['I35R', 'D88U', 'L55X', 'G47X', 'W90S']",7.0,"['S26N', 'M58I', 'R25N', 'N42I', 'E6J', 'B14A', 'L31P']",6.0,"['I35R', 'D88U', 'L55X', 'G47X', 'W90S', 'S26N']",0.0,[]
726.0,6.0,"['M58I', 'R25N', 'N42I', 'E6J', 'B14A', 'L31P']",6.0,"['L51P', 'J91A', 'X77Q', 'B31M', 'T81U', 'H69U']",6.0,"['M58I', 'R25N', 'N42I', 'E6J', 'B14A', 'L31P']",0.0,[]
727.0,6.0,"['L51P', 'J91A', 'X77Q', 'B31M', 'T81U', 'H69U']",6.0,"['S58H', 'L76C', 'K54A', 'V78O', 'B98R', 'M50C']",3.0,"['L51P', 'J91A', 'X77Q']",3.0,"['B31M', 'T81U', 'H69U']"
728.0,6.0,"['S58H', 'L76C', 'K54A', 'V78O', 'B98R', 'M50C']",5.0,"['J83X', 'Q85B', 'Y31N', 'U69E', 'B17B']",4.0,"['S58H', 'L76C', 'K54A', 'V78O']",2.0,"['B98R', 'M50C']"
729.0,5.0,"['J83X', 'Q85B', 'Y31N', 'U69E', 'B17B']",7.0,"['H90H', 'R86M', 'U53I', 'C77K', 'Q3C', 'S61H', 'Z1X']",4.0,"['J83X', 'Q85B', 'Y31N', 'U69E']",1.0,['B17B']
730.0,7.0,"['H90H', 'R86M', 'U53I', 'C77K', 'Q3C', 'S61H', 'Z1X']",8.0,"['Z87P', 'G47O', 'R56C', 'B34O', 'P26U', 'U80F', 'W61I', 'V57X']",5.0,"['H90H', 'R86M', 'U53I', 'C77K', 'Q3C']",2.0,"['S61H', 'Z1X']"
731.0,8.0,"['Z87P', 'G47O', 'R56C', 'B34O', 'P26U', 'U80F', 'W61I', 'V57X']",7.0,"['X61L', 'E19K', 'Q100K', 'D80P', 'G65B', 'I94C', 'B26S']",6.0,"['Z87P', 'G47O', 'R56C', 'B34O', 'P26U', 'U80F']",2.0,"['W61I', 'V57X']"
732.0,7.0,"['X61L', 'E19K', 'Q100K', 'D80P', 'G65B', 'I94C', 'B26S']",6.0,"['Z16I', 'N86R', 'M20D', 'V9C', 'J14P', 'D50G']",3.0,"['X61L', 'E19K', 'Q100K']",4.0,"['D80P', 'G65B', 'I94C', 'B26S']"
733.0,6.0,"['Z16I', 'N86R', 'M20D', 'V9C', 'J14P', 'D50G']",8.0,"['A88J', 'D92R', 'Z68E', 'Y61N', 'J33Z', 'U99I', 'Q27T', 'B40S']",4.0,"['Z16I', 'N86R', 'M20D', 'V9C']",2.0,"['J14P', 'D50G']"
734.0,8.0,"['A88J', 'D92R', 'Z68E', 'Y61N', 'J33Z', 'U99I', 'Q27T', 'B40S']",9.0,"['X12Q', 'J83Z', 'Q8Z', 'B84H', 'T99Q', 'V23G', 'F78D', 'I56C', 'X25F']",4.0,"['A88J', 'D92R', 'Z68E', 'Y61N']",4.0,"['J33Z', 'U99I', 'Q27T', 'B40S']"
735.0,9.0,"['X12Q', 'J83Z', 'Q8Z', 'B84H', 'T99Q', 'V23G', 'F78D', 'I56C', 'X25F']",8.0,"['O74A', 'J65W', 'P45Z', 'I89W', 'K93B', 'H5T', 'S77T', 'E30I']",4.0,"['X12Q', 'J83Z', 'Q8Z', 'B84H']",5.0,"['T99Q', 'V23G', 'F78D', 'I56C', 'X25F']"
736.0,8.0,"['O74A', 'J65W', 'P45Z', 'I89W', 'K93B', 'H5T', 'S77T', 'E30I']",6.0,"['C45B', 'Y34Y', 'I61B', 'I29T', 'J24X', 'D72G']",3.0,"['O74A', 'J65W', 'P45Z']",5.0,"['I89W', 'K93B', 'H5T', 'S77T', 'E30I']"
737.0,6.0,"['C45B', 'Y34Y', 'I61B', 'I29T', 'J24X', 'D72G']",9.0,"['D58U', 'W53R', 'D23C', 'W98Z', 'J93W', 'Y78K', 'L72N', 'M25W', 'A29T']",5.0,"['C45B', 'Y34Y', 'I61B', 'I29T', 'J24X']",1.0,['D72G']
738.0,9.0,"['D58U', 'W53R', 'D23C', 'W98Z', 'J93W', 'Y78K', 'L72N', 'M25W', 'A29T']",7.0,"['G76G', 'A67T', 'X5G', 'E67R', 'O93U', 'A54X', 'E33R']",3.0,"['D58U', 'W53R', 'D23C']",6.0,"['W98Z', 'J93W', 'Y78K', 'L72N', 'M25W', 'A29T']"
739.0,7.0,"['G76G', 'A67T', 'X5G', 'E67R', 'O93U', 'A54X', 'E33R']",5.0,"['Z95J', 'N11Q', 'Z5W', 'D18W', 'I83M']",3.0,"['G76G', 'A67T', 'X5G']",4.0,"['E67R', 'O93U', 'A54X', 'E33R']"
740.0,5.0,"['Z95J', 'N11Q', 'Z5W', 'D18W', 'I83M']",7.0,"['L4K', 'S18N', 'P22W', 'L24C', 'M12W', 'E3L', 'B55X']",6.0,"['Z95J', 'N11Q', 'Z5W', 'D18W', 'I83M', 'L4K']",0.0,[]
741.0,6.0,"['S18N', 'P22W', 'L24C', 'M12W', 'E3L', 'B55X']",8.0,"['I11J', 'F22C', 'K97H', 'I57V', 'P75M', 'T6P', 'K63N', 'Q10P']",6.0,"['S18N', 'P22W', 'L24C', 'M12W', 'E3L', 'B55X']",0.0,[]
742.0,8.0,"['I11J', 'F22C', 'K97H', 'I57V', 'P75M', 'T6P', 'K63N', 'Q10P']",8.0,"['W28N', 'F60H', 'T84O', 'V35X', 'I32X', 'Z55E', 'Y56I', 'Z59J']",5.0,"['I11J', 'F22C', 'K97H', 'I57V', 'P75M']",3.0,"['T6P', 'K63N', 'Q10P']"
743.0,8.0,"['W28N', 'F60H', 'T84O', 'V35X', 'I32X', 'Z55E', 'Y56I', 'Z59J']",9.0,"['M30D', 'B84Q', 'Q83J', 'Q5O', 'Y70U', 'K70E', 'B28V', 'Y8J', 'R76F']",6.0,"['W28N', 'F60H', 'T84O', 'V35X', 'I32X', 'Z55E']",2.0,"['Y56I', 'Z59J']"
744.0,9.0,"['M30D', 'B84Q', 'Q83J', 'Q5O', 'Y70U', 'K70E', 'B28V', 'Y8J', 'R76F']",8.0,"['F3H', 'M11I', 'I48Z', 'W84T', 'U51L', 'D32J', 'S88A', 'Y36N']",3.0,"['M30D', 'B84Q', 'Q83J']",6.0,"['Q5O', 'Y70U', 'K70E', 'B28V', 'Y8J', 'R76F']"
745.0,8.0,"['F3H', 'M11I', 'I48Z', 'W84T', 'U51L', 'D32J', 'S88A', 'Y36N']",7.0,"['X98V', 'B94R', 'P37U', 'S13P', 'U94J', 'L58S', 'K41Q']",5.0,"['F3H', 'M11I', 'I48Z', 'W84T', 'U51L']",3.0,"['D32J', 'S88A', 'Y36N']"
746.0,7.0,"['X98V', 'B94R', 'P37U', 'S13P', 'U94J', 'L58S', 'K41Q']",7.0,"['W27C', 'C61H', 'O18F', 'V86L', 'S29J', 'Z31M', 'O25S']",6.0,"['X98V', 'B94R', 'P37U', 'S13P', 'U94J', 'L58S']",1.0,['K41Q']
747.0,7.0,"['W27C', 'C61H', 'O18F', 'V86L', 'S29J', 'Z31M', 'O25S']",6.0,"['V53Q', 'X28C', 'Z98X', 'X39K', 'L70S', 'E58B']",3.0,"['W27C', 'C61H', 'O18F']",4.0,"['V86L', 'S29J', 'Z31M', 'O25S']"
748.0,6.0,"['V53Q', 'X28C', 'Z98X', 'X39K', 'L70S', 'E58B']",6.0,"['R67D', 'M26F', 'Q73O', 'Q2Q', 'C1M', 'L57J']",5.0,"['V53Q', 'X28C', 'Z98X', 'X39K', 'L70S']",1.0,['E58B']
749.0,6.0,"['R67D', 'M26F', 'Q73O', 'Q2Q', 'C1M', 'L57J']",5.0,"['F57J', 'Q44E', 'P64Z', 'M30Q', 'T93M']",4.0,"['R67D', 'M26F', 'Q73O', 'Q2Q']",2.0,"['C1M', 'L57J']"
750.0,5.0,"['F57J', 'Q44E', 'P64Z', 'M30Q', 'T93M']",7.0,"['O34Q', 'A84W', 'E66D', 'E2B', 'U26F', 'Z23L', 'X35P']",3.0,"['F57J', 'Q44E', 'P64Z']",2.0,"['M30Q', 'T93M']"
751.0,7.0,"['O34Q', 'A84W', 'E66D', 'E2B', 'U26F', 'Z23L', 'X35P']",7.0,"['A8C', 'N26O', 'V58O', 'W35L', 'X84U', 'T61U', 'Y35E']",6.0,"['O34Q', 'A84W', 'E66D', 'E2B', 'U26F', 'Z23L']",1.0,['X35P']
752.0,7.0,"['A8C', 'N26O', 'V58O', 'W35L', 'X84U', 'T61U', 'Y35E']",7.0,"['O69G', 'T85R', 'V94S', 'X45B', 'K38M', 'F88J', 'Z34B']",3.0,"['A8C', 'N26O', 'V58O']",4.0,"['W35L', 'X84U', 'T61U', 'Y35E']"
753.0,7.0,"['O69G', 'T85R', 'V94S', 'X45B', 'K38M', 'F88J', 'Z34B']",8.0,"['P79D', 'F43Y', 'X35C', 'E94A', 'U58S', 'Z54F', 'Q83R', 'Y24F']",6.0,"['O69G', 'T85R', 'V94S', 'X45B', 'K38M', 'F88J']",1.0,['Z34B']
